"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2019-04-10","'3140J8GV9'","MBS","FNMA MORTPASS 3% 07/47","30yr",,,,,"69977301809.85",,,,,,"Y"
"2019-04-10","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"49080989490.71",,,,,,"Y"
"2019-04-10","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"34156465855.21",,,,,,"Y"
"2019-04-10","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"33869675629.27",,,,,,"Y"
"2019-04-10","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"31996570209.67",,,,,,"Y"
"2019-04-10","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"30247274162.93",,,,,,"Y"
"2019-04-10","'3140J8GW7'","MBS","FNMA MORTPASS 3.5% 10/47","30yr",,,,,"27666528612.48",,,,,,"Y"
"2019-04-10","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"24149913805.39",,,,,,"Y"
"2019-04-10","'3140J8BU6'","MBS","FNMA MORTPASS 3.5% 12/46","30yr",,,,,"21886612828.32",,,,,,"Y"
"2019-04-10","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"21208460289.72",,,,,,"Y"
"2019-04-10","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"21060611197.14",,,,,,"Y"
"2019-04-10","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"18776821884.69",,,,,,"Y"
"2019-04-10","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"16517739256.49",,,,,,"Y"
"2019-04-10","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"16211345386.25",,,,,,"Y"
"2019-04-10","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"15275005199.28",,,,,,"Y"
"2019-04-10","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"15105055470.49",,,,,,"Y"
"2019-04-10","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"14236815356.46",,,,,,"Y"
"2019-04-10","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"12326420491.2",,,,,,"Y"
