"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2019-12-11","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"63541708342.77",,,,,,"Y"
"2019-12-11","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"44516233460.43",,,,,,"Y"
"2019-12-11","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"31330907056.18",,,,,,"Y"
"2019-12-11","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"31071511180.3",,,,,,"Y"
"2019-12-11","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"28159560539.77",,,,,,"Y"
"2019-12-11","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"27658163599.54",,,,,,"Y"
"2019-12-11","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"24012955072.84",,,,,,"Y"
"2019-12-11","'31335CJN5'","MBS","FHLMCGLD 3.5% 01/48","30yr",,,,,"21377971990",,,,,,"Y"
"2019-12-11","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"21099949782.84",,,,,,"Y"
"2019-12-11","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"19405623555.72",,,,,,"Y"
"2019-12-11","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"19321362764.14",,,,,,"Y"
"2019-12-11","'3140J8BU6'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"19246296593.38",,,,,,"Y"
"2019-12-11","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"17039302432.41",,,,,,"Y"
"2019-12-11","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"15114697778.77",,,,,,"Y"
"2019-12-11","'3140X5EA7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"14608424245",,,,,,"Y"
"2019-12-11","'3138ETP75'","MBS","UMBS MORTPASS 3.5% 12/45","30yr",,,,,"14241558517.02",,,,,,"Y"
