"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2018-04-18","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"53520719639.16",,,,,,"Y"
"2018-04-18","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"37903545978.83",,,,,,"Y"
"2018-04-18","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"37605119171.28",,,,,,"Y"
"2018-04-18","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"35903033084.37",,,,,,"Y"
"2018-04-18","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"33739438597.18",,,,,,"Y"
"2018-04-18","'3140J8BU6'","MBS","FNMA MORTPASS 3.5% 12/46","30yr",,,,,"24872402758",,,,,,"Y"
"2018-04-18","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"23309358024.04",,,,,,"Y"
"2018-04-18","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"23185323837.74",,,,,,"Y"
"2018-04-18","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"20588662930.15",,,,,,"Y"
"2018-04-18","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"18401363504.06",,,,,,"Y"
"2018-04-18","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"18331307172.45",,,,,,"Y"
"2018-04-18","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"17137316426.91",,,,,,"Y"
"2018-04-18","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"16863042181.29",,,,,,"Y"
"2018-04-18","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"16072498694.02",,,,,,"Y"
"2018-04-18","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"14054215042.37",,,,,,"Y"
"2018-04-18","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"12642978538.38",,,,,,""
"2018-04-18","'3140J8BW2'","MBS","FNMA MORTPASS 2.5% 02/32","15yr",,,,,"11958099802",,,,,,"Y"
"2018-04-18","'3138ETKL9'","MBS","FNMA MORTPASS 4% 03/44","30yr",,,,,"11943120869.98",,,,,,"Y"
"2018-04-18","'3138ETP34'","MBS","FNMA MORTPASS 3.5% 07/45","30yr",,,,,"11189348454.58",,,,,,"Y"
