"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2016-06-29","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"47600454646.62",,,,,,"Y"
"2016-06-29","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"46853343889.84",,,,,,"Y"
"2016-06-29","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"42800290397.11",,,,,,"Y"
"2016-06-29","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"29656867289.13",,,,,,"Y"
"2016-06-29","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"29217880532.75",,,,,,"Y"
"2016-06-29","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"25655878820.12",,,,,,"Y"
"2016-06-29","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"23456877167.37",,,,,,"Y"
"2016-06-29","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"23288282144.21",,,,,,"Y"
"2016-06-29","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"22022575599.95",,,,,,"Y"
"2016-06-29","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"21326410890.45",,,,,,"Y"
"2016-06-29","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"19310646482.63",,,,,,"Y"
"2016-06-29","'3138ETKL9'","MBS","FNMA MORTPASS 4% 03/44","30yr",,,,,"18767923543.66",,,,,,"Y"
"2016-06-29","'3138ETKM7'","MBS","FNMA MORTPASS 4% 09/44","30yr",,,,,"16718018527.21",,,,,,"Y"
"2016-06-29","'3138ETP34'","MBS","FNMA MORTPASS 3.5% 07/45","30yr",,,,,"16326697262.26",,,,,,"Y"
"2016-06-29","'3138ETK39'","MBS","FNMA MORTPASS 3.5% 05/45","30yr",,,,,"15727153113.15",,,,,,"Y"
"2016-06-29","'3138ETK54'","MBS","FNMA MORTPASS 4% 06/44","30yr",,,,,"15531480407.79",,,,,,"Y"
"2016-06-29","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"14950864764.52",,,,,,"Y"
"2016-06-29","'3138ETK88'","MBS","FNMA MORTPASS 4% 04/44","30yr",,,,,"14863753065.5",,,,,,"Y"
"2016-06-29","'3138ETE51'","MBS","FNMA MORTPASS 3.5% 06/43","30yr",,,,,"14564013063.67",,,,,,"Y"
"2016-06-29","'3138ETKH8'","MBS","FNMA MORTPASS 3.5% 01/43","30yr",,,,,"14121078784.71",,,,,,"Y"
"2016-06-29","'3138ETKJ4'","MBS","FNMA MORTPASS 3.5% 04/45","30yr",,,,,"13460335268.12",,,,,,"Y"
"2016-06-29","'3138ETK21'","MBS","FNMA MORTPASS 4% 02/45","30yr",,,,,"13207008391.11",,,,,,"Y"
"2016-06-29","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"12695832916.09",,,,,,"Y"
"2016-06-29","'31335AT57'","MBS","FHLMCGLD 4% 05/45","30yr",,,,,"12672468739.8",,,,,,"Y"
"2016-06-29","'3138ETQA7'","MBS","FNMA MORTPASS 3% 05/45","30yr",,,,,"12336700240.81",,,,,,"Y"
"2016-06-29","'3138EQWB4'","MBS","FNMA MORTPASS 4% 06/42","30yr",,,,,"12186142714.89",,,,,,"Y"
"2016-06-29","'3138ETP83'","MBS","FNMA MORTPASS 3% 01/46","30yr",,,,,"12041936577.14",,,,,,"Y"
"2016-06-29","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"11622123245.44",,,,,,"Y"
"2016-06-29","'3138EQE65'","MBS","FNMA MORTPASS 4.5% 08/40","30yr",,,,,"11561664324.78",,,,,,"Y"
"2016-06-29","'31335AVQ8'","MBS","FHLMCGLD 4% 12/44","30yr",,,,,"11552050900",,,,,,"Y"
"2016-06-29","'31335ARV2'","MBS","FHLMCGLD 3.5% 01/44","30yr",,,,,"11195920348.37",,,,,,"Y"
"2016-06-29","'31335AT40'","MBS","FHLMCGLD 4% 05/44","30yr",,,,,"11184662817.06",,,,,,"Y"
"2016-06-29","'3138EQGA4'","MBS","FNMA MORTPASS 4.5% 09/42","30yr",,,,,"11076938986.33",,,,,,"Y"
"2016-06-29","'31335AVT2'","MBS","FHLMCGLD 3.5% 02/45","30yr",,,,,"10718355453.52",,,,,,"Y"
"2016-06-29","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"10482662643.21",,,,,,""
"2016-06-29","'3138EQ7C0'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"10245482070.3",,,,,,"Y"
"2016-06-29","'3138EQE57'","MBS","FNMA MORTPASS 4% 06/42","30yr",,,,,"9903364633.34",,,,,,"Y"
"2016-06-29","'3138ETKZ8'","MBS","FNMA MORTPASS 2.5% 02/28","15yr",,,,,"9663143473.76",,,,,,"Y"
"2016-06-29","'3138ETK47'","MBS","FNMA MORTPASS 2.5% 03/29","15yr",,,,,"9541027373.91",,,,,,"Y"
"2016-06-29","'31335ASZ2'","MBS","FHLMCGLD 4% 04/44","30yr",,,,,"9494176440.58",,,,,,"Y"
"2016-06-29","'3138ETK62'","MBS","FNMA MORTPASS 2.5% 01/28","15yr",,,,,"8650624542.51",,,,,,"Y"
"2016-06-29","'3138ETP59'","MBS","FNMA MORTPASS 4% 03/45","30yr",,,,,"8132250030.31",,,,,,"Y"
"2016-06-29","'36179RLP2'","MBS","GNMA II 3.5% 08/45","30yr",,,,,"8125648534.41",,,,,,""
"2016-06-29","'36179NF60'","MBS","GNMA II MORTPASS 3% 06/43","30yr",,,,,"7961976653.64",,,,,,""
"2016-06-29","'36179MX39'","MBS","GNMA II MORTPASS 3% 01/43","30yr",,,,,"7760223420.99",,,,,,""
"2016-06-29","'3138ETP42'","MBS","FNMA MORTPASS 3.5% 09/43","30yr",,,,,"7703226664.84",,,,,,"Y"
"2016-06-29","'31335ASV1'","MBS","FHLMCGLD 4% 12/43","30yr",,,,,"7653493580.99",,,,,,"Y"
"2016-06-29","'31335APU6'","MBS","FHLMCGLD 3.5% 08/43","30yr",,,,,"7579565629.82",,,,,,"Y"
"2016-06-29","'36179M5L0'","MBS","GNMA II MORTPASS 3% 03/43","30yr",,,,,"7574734268.72",,,,,,""
"2016-06-29","'3138ETRH1'","MBS","FNMA MORTPASS 2.5% 10/28","15yr",,,,,"7435318068.89",,,,,,"Y"
"2016-06-29","'3138ETAD8'","MBS","FNMA MORTPASS 4% 02/43","30yr",,,,,"7228162951.26",,,,,,"Y"
"2016-06-29","'31335ASU3'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"7001397131.9",,,,,,"Y"
"2016-06-29","'3128MEVJ7'","MBS","FHLMCGLD 2.5% 11/28","15yr",,,,,"6762904216.45",,,,,,"Y"
"2016-06-29","'36179MVR8'","MBS","GNMA II MORTPASS 3% 12/42","30yr",,,,,"6747822744.63",,,,,,""
"2016-06-29","'3128MEVK4'","MBS","FHLMCGLD 2.5% 07/29","15yr",,,,,"6723988530.23",,,,,,"Y"
"2016-06-29","'3138EQRP9'","MBS","FNMA MORTPASS 4% 06/43","30yr",,,,,"6579013085.29",,,,,,"Y"
"2016-06-29","'36179RF87'","MBS","GNMA II MORTPASS 3% 06/45","30yr",,,,,"6503408417.79",,,,,,""
"2016-06-29","'31335AL89'","MBS","FHLMCGLD 3.5% 10/42","30yr",,,,,"6460485695.4",,,,,,"Y"
"2016-06-29","'36179RBX6'","MBS","GNMA II 3.5% 04/45","30yr",,,,,"6218964015.3",,,,,,""
"2016-06-29","'36179QT43'","MBS","GNMA II 3.5% 11/44","30yr",,,,,"5931491553.27",,,,,,""
"2016-06-29","'3138ETRF5'","MBS","FNMA MORTPASS 3.5% 10/45","30yr",,,,,"5792492573.34",,,,,,"Y"
"2016-06-29","'3138ETRD0'","MBS","FNMA MORTPASS 3% 10/44","30yr",,,,,"5787221836.29",,,,,,"Y"
"2016-06-29","'3138EQGC0'","MBS","FNMA MORTPASS 4.5% 01/41","30yr",,,,,"5747207882.52",,,,,,"Y"
"2016-06-29","'36179RD71'","MBS","GNMA II 3.5% 05/45","30yr",,,,,"5728038917.78",,,,,,""
"2016-06-29","'36179RF95'","MBS","GNMA II 3.5% 06/45","30yr",,,,,"5690901994.02",,,,,,""
"2016-06-29","'36179MSW1'","MBS","GNMA II MORTPASS 3% 11/42","30yr",,,,,"5616259635.94",,,,,,""
"2016-06-29","'36179RNW5'","MBS","GNMA II 3.5% 09/45","30yr",,,,,"5608210805.9",,,,,,""
"2016-06-29","'3138EQF98'","MBS","FNMA MORTPASS 4% 01/41","30yr",,,,,"5456613455.78",,,,,,"Y"
"2016-06-29","'36179QYS4'","MBS","GNMA II 3.5% 01/45","30yr",,,,,"5436036170.44",,,,,,""
"2016-06-29","'3138EQV90'","MBS","FNMA MORTPASS 4% 09/42","30yr",,,,,"5430772086.04",,,,,,"Y"
"2016-06-29","'3138ETRJ7'","MBS","FNMA MORTPASS 2.5% 03/29","15yr",,,,,"5408907554.19",,,,,,"Y"
"2016-06-29","'36179NDQ8'","MBS","GNMA II MORTPASS 3% 05/43","30yr",,,,,"5396341446.77",,,,,,""
"2016-06-29","'3138EQQ62'","MBS","FNMA MORTPASS 4.5% 01/42","30yr",,,,,"5356891906.71",,,,,,"Y"
"2016-06-29","'3138ETRL2'","MBS","FNMA MORTPASS 3% 07/29","15yr",,,,,"5340962239.62",,,,,,"Y"
"2016-06-29","'3128MJW55'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"5264929347.42",,,,,,""
"2016-06-29","'3128M8WR1'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"5147786410.32",,,,,,"Y"
"2016-06-29","'36179RJE0'","MBS","GNMA II 3.5% 07/45","30yr",,,,,"5134933853.59",,,,,,""
"2016-06-29","'36179Q6P1'","MBS","GNMA II 3.5% 03/45","30yr",,,,,"5123640136.2",,,,,,""
"2016-06-29","'36179NBA5'","MBS","GNMA II MORTPASS 3% 04/43","30yr",,,,,"5115459574.82",,,,,,""
"2016-06-29","'3138EQE40'","MBS","FNMA MORTPASS 4.5% 11/42","30yr",,,,,"4969927260.94",,,,,,"Y"
"2016-06-29","'36179MAX8'","MBS","GNMA II 3.5% 04/42","30yr",,,,,"4968830110.75",,,,,,""
"2016-06-29","'31335AT24'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"4864790618.08",,,,,,"Y"
"2016-06-29","'3138ETRG3'","MBS","FNMA MORTPASS 3.5% 09/44","30yr",,,,,"4854188867.67",,,,,,"Y"
"2016-06-29","'36179SB71'","MBS","GNMA II MORTPASS 3% 05/46","30yr",,,,,"4854053436.32",,,,,,""
"2016-06-29","'3138EQ7B2'","MBS","FNMA MORTPASS 4% 04/43","30yr",,,,,"4811727263.78",,,,,,"Y"
"2016-06-29","'36179NLD8'","MBS","GNMA II 3.5% 08/43","30yr",,,,,"4747203469.34",,,,,,""
"2016-06-29","'36179QRY9'","MBS","GNMA II 3.5% 10/44","30yr",,,,,"4628771397.49",,,,,,""
"2016-06-29","'3138ETRK4'","MBS","FNMA MORTPASS 2.5% 09/27","15yr",,,,,"4588058039.57",,,,,,"Y"
"2016-06-29","'31335AVX3'","MBS","FHLMCGLD 3.5% 08/45","30yr",,,,,"4579140397",,,,,,"Y"
"2016-06-29","'3128MJWV8'","MBS","FHLMCGLD 3.5% 08/45","30yr",,,,,"4544635607.42",,,,,,""
"2016-06-29","'36179Q6N6'","MBS","GNMA II MORTPASS 3% 03/45","30yr",,,,,"4544404202.96",,,,,,""
"2016-06-29","'36179QWE7'","MBS","GNMA II 3.5% 12/44","30yr",,,,,"4520827908.88",,,,,,""
"2016-06-29","'3138ETK70'","MBS","FNMA MORTPASS 3.5% 08/44","30yr",,,,,"4519592146.47",,,,,,"Y"
"2016-06-29","'31335AVU9'","MBS","FHLMCGLD 4% 03/45","30yr",,,,,"4467188158.98",,,,,,"Y"
"2016-06-29","'3138ETU38'","MBS","FNMA MORTPASS 3% 10/29","15yr",,,,,"4451669947.31",,,,,,"Y"
"2016-06-29","'36179RJD2'","MBS","GNMA II MORTPASS 3% 07/45","30yr",,,,,"4427290865.07",,,,,,""
"2016-06-29","'3138EQWA6'","MBS","FNMA MORTPASS 3.5% 10/41","30yr",,,,,"4305820328.62",,,,,,"Y"
"2016-06-29","'36179SEG8'","MBS","GNMA II MORTPASS 3% 06/46","30yr",,,,,"4249427927",,,,,,""
"2016-06-29","'3128M8WB6'","MBS","FHLMCGLD 5% 03/40","30yr",,,,,"4247880704.93",,,,,,"Y"
"2016-06-29","'31335AVW5'","MBS","FHLMCGLD 3.5% 04/45","30yr",,,,,"4206552965",,,,,,"Y"
"2016-06-29","'3128M8RL0'","MBS","FHLMCGLD 5% 02/40","30yr",,,,,"4175696851.35",,,,,,"Y"
"2016-06-29","'36179MCZ1'","MBS","GNMA II 3.5% 05/42","30yr",,,,,"4170426183.13",,,,,,""
"2016-06-29","'3128MJW97'","MBS","FHLMCGLD 3.5% 10/45","30yr",,,,,"4162430107.84",,,,,,""
"2016-06-29","'36179QBG5'","MBS","GNMA II MORTPASS 4% 04/44","30yr",,,,,"4160508478.46",,,,,,""
"2016-06-29","'36179NH92'","MBS","GNMA II MORTPASS 3% 07/43","30yr",,,,,"4091689259.52",,,,,,""
"2016-06-29","'3128MJWA4'","MBS","FHLMCGLD 3% 05/45","30yr",,,,,"4020164266.37",,,,,,""
"2016-06-29","'3138ETRM0'","MBS","FNMA MORTPASS 2.5% 09/30","15yr",,,,,"4019610446.45",,,,,,"Y"
"2016-06-29","'3128MJYG9'","MBS","FHLMCGLD 3% 06/46","30yr",,,,,"3997777796",,,,,,""
"2016-06-29","'3138EQE32'","MBS","FNMA MORTPASS 4% 06/40","30yr",,,,,"3988907337.1",,,,,,"Y"
"2016-06-29","'3138EQ2N1'","MBS","FNMA MORTPASS 2.5% 03/43","30yr",,,,,"3959046982.37",,,,,,"Y"
"2016-06-29","'3128MJVZ0'","MBS","FHLMCGLD 3% 03/45","30yr",,,,,"3944781838.16",,,,,,""
"2016-06-29","'3138ETUZ7'","MBS","FNMA MORTPASS 3% 12/28","15yr",,,,,"3910406004.63",,,,,,"Y"
"2016-06-29","'36179QPG0'","MBS","GNMA II 3.5% 09/44","30yr",,,,,"3853864644.36",,,,,,""
"2016-06-29","'36179MQN3'","MBS","GNMA II MORTPASS 3% 10/42","30yr",,,,,"3777327889.4",,,,,,""
"2016-06-29","'3128MJVR8'","MBS","FHLMCGLD 3.5% 01/45","30yr",,,,,"3772726070.51",,,,,,""
"2016-06-29","'3138EQQ70'","MBS","FNMA MORTPASS 4.5% 09/41","30yr",,,,,"3635663936.28",,,,,,"Y"
"2016-06-29","'3138EGPC2'","MBS","FNMA MORTPASS 5% 04/40","30yr",,,,,"3633296836.85",,,,,,"Y"
"2016-06-29","'36179N2K3'","MBS","GNMA II MORTPASS 4% 02/44","30yr",,,,,"3627170921.54",,,,,,""
"2016-06-29","'36179RBW8'","MBS","GNMA II MORTPASS 3% 04/45","30yr",,,,,"3607557580.95",,,,,,""
"2016-06-29","'3138ETE36'","MBS","FNMA MORTPASS 4% 12/42","30yr",,,,,"3606130138.45",,,,,,"Y"
"2016-06-29","'3138ETUY0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"3598846777",,,,,,"Y"
"2016-06-29","'3138EGF33'","MBS","FNMA MORTPASS 5% 06/40","30yr",,,,,"3588947058.97",,,,,,"Y"
"2016-06-29","'36179NTE8'","MBS","GNMA II MORTPASS 4% 11/43","30yr",,,,,"3588313345.54",,,,,,""
"2016-06-29","'31335ALU0'","MBS","FHLMCGLD 4% 06/42","30yr",,,,,"3585934334.78",,,,,,"Y"
"2016-06-29","'3128M8XK5'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"3561287379.18",,,,,,"Y"
"2016-06-29","'3128MEWD9'","MBS","FHLMCGLD 2.5% 11/28","15yr",,,,,"3533619860.94",,,,,,"Y"
"2016-06-29","'3128MJWQ9'","MBS","FHLMCGLD 3.5% 07/45","30yr",,,,,"3533373063.57",,,,,,""
"2016-06-29","'36179RD63'","MBS","GNMA II MORTPASS 3% 05/45","30yr",,,,,"3531794586.16",,,,,,""
"2016-06-29","'3128MJWL0'","MBS","FHLMCGLD 3.5% 06/45","30yr",,,,,"3517801411.67",,,,,,""
"2016-06-29","'36179QL58'","MBS","GNMA II 3.5% 08/44","30yr",,,,,"3509053766.89",,,,,,""
"2016-06-29","'31335AHN1'","MBS","FHLMCGLD 4.5% 06/42","30yr",,,,,"3479471298.71",,,,,,"Y"
"2016-06-29","'3138ETRE8'","MBS","FNMA MORTPASS 3.5% 10/43","30yr",,,,,"3469790253.52",,,,,,"Y"
"2016-06-29","'36179QJS1'","MBS","GNMA II 3.5% 07/44","30yr",,,,,"3427384944.22",,,,,,""
"2016-06-29","'3138ETUX2'","MBS","FNMA MORTPASS 3.5% 01/45","30yr",,,,,"3368519005.86",,,,,,"Y"
"2016-06-29","'3128MJXK1'","MBS","FHLMCGLD 3.5% 12/45","30yr",,,,,"3308375061.93",,,,,,""
"2016-06-29","'3138ETVN3'","MBS","FNMA MORTPASS 2% CI 2%","15yr",,,,,"3261414318",,,,,,"Y"
"2016-06-29","'36179NJA7'","MBS","GNMA II 3.5% 07/43","30yr",,,,,"3255902088.21",,,,,,""
"2016-06-29","'36179NNB0'","MBS","GNMA II MORTPASS 4% 09/43","30yr",,,,,"3220745599.23",,,,,,""
"2016-06-29","'36179NVN5'","MBS","GNMA II 3.5% 12/43","30yr",,,,,"3211844242.1",,,,,,""
"2016-06-29","'3128MJYB0'","MBS","FHLMCGLD 3% 05/46","30yr",,,,,"3156005218.06",,,,,,""
"2016-06-29","'3138ETE28'","MBS","FNMA MORTPASS 4% 04/43","30yr",,,,,"3125190546.3",,,,,,"Y"
"2016-06-29","'3128MJXR6'","MBS","FHLMCGLD 3.5% 01/46","30yr",,,,,"3112582534.95",,,,,,""
"2016-06-29","'3138ETU46'","MBS","FNMA MORTPASS 3% 05/30","15yr",,,,,"3071683160.27",,,,,,"Y"
"2016-06-29","'3138ETAE6'","MBS","FNMA MORTPASS 3% 08/28","15yr",,,,,"3028611383.62",,,,,,"Y"
"2016-06-29","'3128METQ4'","MBS","FHLMCGLD 2.5% 11/27","15yr",,,,,"3026314256.28",,,,,,"Y"
"2016-06-29","'36179NQ50'","MBS","GNMA II MORTPASS 4% 10/43","30yr",,,,,"3026152781.09",,,,,,""
"2016-06-29","'36179QDZ1'","MBS","GNMA II MORTPASS 4% 05/44","30yr",,,,,"3008161908.09",,,,,,""
"2016-06-29","'36179QGC9'","MBS","GNMA II 3.5% 06/44","30yr",,,,,"2998818562.81",,,,,,""
"2016-06-29","'36179N5W4'","MBS","GNMA II MORTPASS 4% 03/44","30yr",,,,,"2941685442.46",,,,,,""
"2016-06-29","'3138ETU20'","MBS","FNMA MORTPASS 3% 02/28","15yr",,,,,"2937909022.25",,,,,,"Y"
"2016-06-29","'3138EGWB6'","MBS","FNMA MORTPASS 5% 07/40","30yr",,,,,"2921150634.4",,,,,,"Y"
"2016-06-29","'36179RQ28'","MBS","GNMA II 3.5% 10/45","30yr",,,,,"2891659212.41",,,,,,""
"2016-06-29","'36179Q3J8'","MBS","GNMA II 3.5% 02/45","30yr",,,,,"2886638014.49",,,,,,""
"2016-06-29","'3138ETVU7'","MBS","FNMA MORTPASS 2.5%","15yr",,,,,"2795190924.5",,,,,,"Y"
"2016-06-29","'36179NX52'","MBS","GNMA II 3.5% 01/44","30yr",,,,,"2785225971.73",,,,,,""
"2016-06-29","'3128MEWE7'","MBS","FHLMCGLD 3% 01/29","15yr",,,,,"2743122639.66",,,,,,"Y"
"2016-06-29","'3128M8QT4'","MBS","FHLMCGLD 4.5% 07/40","30yr",,,,,"2699213699.01",,,,,,"Y"
"2016-06-29","'3128M8X82'","MBS","FHLMCGLD 4.5% 09/39","30yr",,,,,"2686072721.65",,,,,,"Y"
"2016-06-29","'36179NQ43'","MBS","GNMA II 3.5% 10/43","30yr",,,,,"2684305428.63",,,,,,""
"2016-06-29","'3128M8QZ0'","MBS","FHLMCGLD 5% 05/40","30yr",,,,,"2678595846.46",,,,,,"Y"
"2016-06-29","'3128MJWB2'","MBS","FHLMCGLD 3.5% 05/45","30yr",,,,,"2669173400.97",,,,,,""
"2016-06-29","'3138ETVP8'","MBS","FNMA MORTPASS 3% CI 3%","15yr",,,,,"2656113749.06",,,,,,"Y"
"2016-06-29","'3128M8V27'","MBS","FHLMCGLD 4.5% 03/40","30yr",,,,,"2579020171.7",,,,,,"Y"
