"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2020-02-12","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"61918941739.89",,,,,,"Y"
"2020-02-12","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"43400044346.11",,,,,,"Y"
"2020-02-12","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"30654888219.56",,,,,,"Y"
"2020-02-12","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"30369080870.33",,,,,,"Y"
"2020-02-12","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"27123314375.07",,,,,,"Y"
"2020-02-12","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"27019247779.4",,,,,,"Y"
"2020-02-12","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"23026403728.94",,,,,,"Y"
"2020-02-12","'31335CJN5'","MBS","FHLMCGLD 3.5% 01/48","30yr",,,,,"20542856692.57",,,,,,"Y"
"2020-02-12","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"20285276019.49",,,,,,"Y"
"2020-02-12","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"18949681334.01",,,,,,"Y"
"2020-02-12","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"18889033054.6",,,,,,"Y"
"2020-02-12","'3140J8BU6'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"18514304764.9",,,,,,"Y"
"2020-02-12","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"17711509138",,,,,,"Y"
"2020-02-12","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"16601539744.52",,,,,,"Y"
"2020-02-12","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"14766964894.48",,,,,,"Y"
"2020-02-12","'3140X5EA7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"13803986967.88",,,,,,"Y"
"2020-02-12","'3138ETP75'","MBS","UMBS MORTPASS 3.5% 12/45","30yr",,,,,"13712564368.82",,,,,,"Y"
"2020-02-12","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"13626380123.07",,,,,,"Y"
"2020-02-12","'3138ETKK1'","MBS","UMBS MORTPASS 3.5% 01/44","30yr",,,,,"13190327749.71",,,,,,"Y"
"2020-02-12","'3138ETE44'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"12470629581.61",,,,,,"Y"
"2020-02-12","'31335CJP0'","MBS","FHLMCGLD 4% 02/48","30yr",,,,,"12409360698.73",,,,,,"Y"
"2020-02-12","'3138ETP26'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"10527571548.93",,,,,,"Y"
"2020-02-12","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"9379533881.72",,,,,,""
"2020-02-12","'3140J8BW2'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"8936024186.35",,,,,,"Y"
"2020-02-12","'3138ETKL9'","MBS","UMBS MORTPASS 4% 03/44","30yr",,,,,"8694183498.26",,,,,,"Y"
"2020-02-12","'3138ETE51'","MBS","UMBS MORTPASS 3.5% 06/43","30yr",,,,,"8461834323.17",,,,,,"Y"
"2020-02-12","'3138ETP34'","MBS","UMBS MORTPASS 3.5% 07/45","30yr",,,,,"8251848307.78",,,,,,"Y"
"2020-02-12","'3138ETKH8'","MBS","UMBS MORTPASS 3.5% 01/43","30yr",,,,,"8072534070.1",,,,,,"Y"
"2020-02-12","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"7900626947.28",,,,,,"Y"
"2020-02-12","'3140X5KQ5'","MBS","UMBS MORTPASS 3% 06/33","15yr",,,,,"7723520564.46",,,,,,"Y"
"2020-02-12","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"7617756242.59",,,,,,"Y"
"2020-02-12","'3138ETP83'","MBS","UMBS MORTPASS 3% 01/46","30yr",,,,,"7595818951.63",,,,,,"Y"
"2020-02-12","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"7434170879.36",,,,,,"Y"
"2020-02-12","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"7391010269.48",,,,,,"Y"
"2020-02-12","'3138ETQA7'","MBS","UMBS MORTPASS 3% 05/45","30yr",,,,,"7349632431.12",,,,,,"Y"
"2020-02-12","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"7266894636.01",,,,,,"Y"
"2020-02-12","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"7117232570.97",,,,,,"Y"
"2020-02-12","'3138ETK88'","MBS","UMBS MORTPASS 4% 04/44","30yr",,,,,"6900540552.58",,,,,,"Y"
"2020-02-12","'3138ETKJ4'","MBS","UMBS MORTPASS 3.5% 04/45","30yr",,,,,"6697198911.81",,,,,,"Y"
"2020-02-12","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"6673045293.49",,,,,,""
"2020-02-12","'31335ARV2'","MBS","FHLMCGLD 3.5% 01/44","30yr",,,,,"6495509134.53",,,,,,"Y"
"2020-02-12","'3138EQWB4'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"6358018732.28",,,,,,"Y"
