"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2013-01-02","'3138EHBH4'","MBS","FED NATL MORT 4.5% 10/39","30yr",,,,,"17111481290.52",,,,,,"Y"
"2013-01-02","'3128M8WR1'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"13023489472.58",,,,,,"Y"
"2013-01-02","'3138EGVV3'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"12395151555.36",,,,,,"Y"
"2013-01-02","'3138EGW75'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"12102975676.08",,,,,,"Y"
"2013-01-02","'3128M8WB6'","MBS","FHLMCGLD 5% 03/40","30yr",,,,,"11695481505.14",,,,,,"Y"
"2013-01-02","'3138EHBL5'","MBS","FED NATL MORT 4.5% 08/39","30yr",,,,,"11527837631.66",,,,,,"Y"
"2013-01-02","'3128M8XK5'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"11154645433.14",,,,,,"Y"
"2013-01-02","'3138EGNT7'","MBS","FED NATL MORT 4.5% 06/40","30yr",,,,,"11154510457.44",,,,,,"Y"
"2013-01-02","'3128M8RL0'","MBS","FHLMCGLD 5% 02/40","30yr",,,,,"10917381805.26",,,,,,"Y"
"2013-01-02","'3138EGW34'","MBS","FNMA MORTPASS 4.5% 11/39","30yr",,,,,"10088739119.28",,,,,,"Y"
"2013-01-02","'3138EHCX8'","MBS","FNMS 04.500 CLAL0985","30yr",,,,,"9580146367.7",,,,,,"Y"
"2013-01-02","'3138EGF25'","MBS","FNMA MORTPASS 4.5% 07/40","30yr",,,,,"9505002939.21",,,,,,"Y"
"2013-01-02","'3138EGPA6'","MBS","FNMA MORTPASS 4% 01/40","30yr",,,,,"9460343823.91",,,,,,"Y"
"2013-01-02","'3138EGPC2'","MBS","FNMA MORTPASS 5% 04/40","30yr",,,,,"9424048001.93",,,,,,"Y"
"2013-01-02","'3138EGV35'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"9322739889.91",,,,,,"Y"
"2013-01-02","'3138EGF33'","MBS","FED NATL MORT 5% 06/40","30yr",,,,,"8887638668.91",,,,,,"Y"
