"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2018-10-17","'3140J8GV9'","MBS","FNMA MORTPASS 3% 07/47","30yr",,,,,"72950271188.62",,,,,,"Y"
"2018-10-17","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"50803520088.19",,,,,,"Y"
"2018-10-17","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"35746437538.94",,,,,,"Y"
"2018-10-17","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"35432513632.51",,,,,,"Y"
"2018-10-17","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"33402837082.86",,,,,,"Y"
"2018-10-17","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"31718035670.59",,,,,,"Y"
"2018-10-17","'3140J8GW7'","MBS","FNMA MORTPASS 3.5% 10/47","30yr",,,,,"29300808992.58",,,,,,"Y"
"2018-10-17","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"25286864377.85",,,,,,"Y"
"2018-10-17","'3140J8BU6'","MBS","FNMA MORTPASS 3.5% 12/46","30yr",,,,,"23113242876.62",,,,,,"Y"
"2018-10-17","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"22008860514.65",,,,,,"Y"
"2018-10-17","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"21856228043.82",,,,,,"Y"
"2018-10-17","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"19456572286.55",,,,,,"Y"
"2018-10-17","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"17274180314.65",,,,,,"Y"
"2018-10-17","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"17105908483.66",,,,,,"Y"
"2018-10-17","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"15931950793.66",,,,,,"Y"
"2018-10-17","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"15853881599.36",,,,,,"Y"
"2018-10-17","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"14966214736.37",,,,,,"Y"
"2018-10-17","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"13015002549.3",,,,,,"Y"
"2018-10-17","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"11774072242.86",,,,,,""
"2018-10-17","'3140J8BW2'","MBS","FNMA MORTPASS 2.5% 02/32","15yr",,,,,"11095218746.25",,,,,,"Y"
"2018-10-17","'3138ETKL9'","MBS","FNMA MORTPASS 4% 03/44","30yr",,,,,"10986896559.63",,,,,,"Y"
"2018-10-17","'3138ETP34'","MBS","FNMA MORTPASS 3.5% 07/45","30yr",,,,,"10352866404.64",,,,,,"Y"
"2018-10-17","'3138ETE51'","MBS","FNMA MORTPASS 3.5% 06/43","30yr",,,,,"10081729980.07",,,,,,"Y"
"2018-10-17","'3138ETK39'","MBS","FNMA MORTPASS 3.5% 05/45","30yr",,,,,"9866911275.06",,,,,,"Y"
"2018-10-17","'3138ETKH8'","MBS","FNMA MORTPASS 3.5% 01/43","30yr",,,,,"9664076210.06",,,,,,"Y"
"2018-10-17","'3138ETKM7'","MBS","FNMA MORTPASS 4% 09/44","30yr",,,,,"9452802190.01",,,,,,"Y"
"2018-10-17","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"9371815020.05",,,,,,"Y"
"2018-10-17","'3138ETK54'","MBS","FNMA MORTPASS 4% 06/44","30yr",,,,,"9035144356.44",,,,,,"Y"
"2018-10-17","'3138ETP83'","MBS","FNMA MORTPASS 3% 01/46","30yr",,,,,"9005109714.36",,,,,,"Y"
"2018-10-17","'3138ETQA7'","MBS","FNMA MORTPASS 3% 05/45","30yr",,,,,"8774773254.45",,,,,,"Y"
"2018-10-17","'3138ETK88'","MBS","FNMA MORTPASS 4% 04/44","30yr",,,,,"8682104764.22",,,,,,"Y"
"2018-10-17","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"8651417230.96",,,,,,"Y"
"2018-10-17","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"8622513250.89",,,,,,"Y"
"2018-10-17","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"8448981920.32",,,,,,""
"2018-10-17","'3138ETKJ4'","MBS","FNMA MORTPASS 3.5% 04/45","30yr",,,,,"8353080922.66",,,,,,"Y"
"2018-10-17","'36179TCX1'","MBS","GNMA II 3.5% 07/47","30yr",,,,,"8129610720.33",,,,,,""
"2018-10-17","'3140J57J2'","MBS","FNMA MORTPASS 4% 02/47","30yr",,,,,"8081607717.53",,,,,,"Y"
"2018-10-17","'3138EQWB4'","MBS","FNMA MORTPASS 4% 06/42","30yr",,,,,"7801161814.81",,,,,,"Y"
"2018-10-17","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"7793181690.87",,,,,,""
