"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2019-02-20","'3140J8GV9'","MBS","FNMA MORTPASS 3% 07/47","30yr",,,,,"70850161271.28",,,,,,"Y"
"2019-02-20","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"49411384422.78",,,,,,"Y"
"2019-02-20","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"34625905364.91",,,,,,"Y"
"2019-02-20","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"34349717886.17",,,,,,"Y"
"2019-02-20","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"32252919759.69",,,,,,"Y"
"2019-02-20","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"30680548230.66",,,,,,"Y"
"2019-02-20","'3140J8GW7'","MBS","FNMA MORTPASS 3.5% 10/47","30yr",,,,,"28151294987.04",,,,,,"Y"
"2019-02-20","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"24352885380.02",,,,,,"Y"
"2019-02-20","'3140J8BU6'","MBS","FNMA MORTPASS 3.5% 12/46","30yr",,,,,"22238317059.94",,,,,,"Y"
"2019-02-20","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"21366360310.19",,,,,,"Y"
"2019-02-20","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"21196256938.85",,,,,,"Y"
"2019-02-20","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"18907801146.41",,,,,,"Y"
"2019-02-20","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"16737058737.4",,,,,,"Y"
"2019-02-20","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"16481574061.55",,,,,,"Y"
"2019-02-20","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"15379883593.12",,,,,,"Y"
"2019-02-20","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"15348339590.99",,,,,,"Y"
"2019-02-20","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"14450588320.32",,,,,,"Y"
"2019-02-20","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"12524283583.45",,,,,,"Y"
"2019-02-20","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"11183742443.77",,,,,,""
"2019-02-20","'3140J8BW2'","MBS","FNMA MORTPASS 2.5% 02/32","15yr",,,,,"10605021915.61",,,,,,"Y"
"2019-02-20","'3138ETKL9'","MBS","FNMA MORTPASS 4% 03/44","30yr",,,,,"10514419467.22",,,,,,"Y"
"2019-02-20","'3138ETP34'","MBS","FNMA MORTPASS 3.5% 07/45","30yr",,,,,"9936296983.17",,,,,,"Y"
"2019-02-20","'3138ETE51'","MBS","FNMA MORTPASS 3.5% 06/43","30yr",,,,,"9748165153.54",,,,,,"Y"
"2019-02-20","'3138ETK39'","MBS","FNMA MORTPASS 3.5% 05/45","30yr",,,,,"9482939803.24",,,,,,"Y"
"2019-02-20","'3138ETKH8'","MBS","FNMA MORTPASS 3.5% 01/43","30yr",,,,,"9325107496.51",,,,,,"Y"
"2019-02-20","'3138ETKM7'","MBS","FNMA MORTPASS 4% 09/44","30yr",,,,,"9063877512.68",,,,,,"Y"
"2019-02-20","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"9054516704.39",,,,,,"Y"
"2019-02-20","'3138ETP83'","MBS","FNMA MORTPASS 3% 01/46","30yr",,,,,"8721810998.85",,,,,,"Y"
"2019-02-20","'3138ETK54'","MBS","FNMA MORTPASS 4% 06/44","30yr",,,,,"8655575841.79",,,,,,"Y"
"2019-02-20","'3138ETQA7'","MBS","FNMA MORTPASS 3% 05/45","30yr",,,,,"8501169990.78",,,,,,"Y"
"2019-02-20","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"8369375315.8",,,,,,"Y"
"2019-02-20","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"8357723290.71",,,,,,"Y"
"2019-02-20","'3138ETK88'","MBS","FNMA MORTPASS 4% 04/44","30yr",,,,,"8306894893.77",,,,,,"Y"
"2019-02-20","'3138ETKJ4'","MBS","FNMA MORTPASS 3.5% 04/45","30yr",,,,,"8048524172.87",,,,,,"Y"
"2019-02-20","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"8021861698.43",,,,,,""
"2019-02-20","'36179TCX1'","MBS","GNMA II 3.5% 07/47","30yr",,,,,"7819390401.34",,,,,,""
"2019-02-20","'3140J57J2'","MBS","FNMA MORTPASS 4% 02/47","30yr",,,,,"7693321569.54",,,,,,"Y"
"2019-02-20","'3138EQWB4'","MBS","FNMA MORTPASS 4% 06/42","30yr",,,,,"7493331903.88",,,,,,"Y"
"2019-02-20","'31335ARV2'","MBS","FHLMCGLD 3.5% 01/44","30yr",,,,,"7452521090.78",,,,,,"Y"
"2019-02-20","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"7404920425.3",,,,,,""
"2019-02-20","'3138ETK21'","MBS","FNMA MORTPASS 4% 02/45","30yr",,,,,"7118059362.2",,,,,,"Y"
"2019-02-20","'31335AT57'","MBS","FHLMCGLD 4% 05/45","30yr",,,,,"6982166665.36",,,,,,"Y"
"2019-02-20","'3138EQ7C0'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"6774216430.98",,,,,,"Y"
"2019-02-20","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"6631921428.01",,,,,,""
"2019-02-20","'31335AVT2'","MBS","FHLMCGLD 3.5% 02/45","30yr",,,,,"6448973163.08",,,,,,"Y"
"2019-02-20","'31335AT40'","MBS","FHLMCGLD 4% 05/44","30yr",,,,,"6357296236.07",,,,,,"Y"
"2019-02-20","'3138EQE65'","MBS","FNMA MORTPASS 4.5% 08/40","30yr",,,,,"6334512624.77",,,,,,"Y"
"2019-02-20","'31335AVQ8'","MBS","FHLMCGLD 4% 12/44","30yr",,,,,"6326228956.2",,,,,,"Y"
"2019-02-20","'3138EQGA4'","MBS","FNMA MORTPASS 4.5% 09/42","30yr",,,,,"6237757388.98",,,,,,"Y"
"2019-02-20","'3128MFMB1'","MBS","FHLMCGLD 2.5% 02/32","15yr",,,,,"6235804351.57",,,,,,"Y"
"2019-02-20","'36179SEG8'","MBS","GNMA II MORTPASS 3% 06/46","30yr",,,,,"5960047618.11",,,,,,""
"2019-02-20","'3140J5G29'","MBS","FNMA MORTPASS 3% 03/46","30yr",,,,,"5886038178.79",,,,,,"Y"
"2019-02-20","'3138ETK47'","MBS","FNMA MORTPASS 2.5% 03/29","15yr",,,,,"5845198581.44",,,,,,"Y"
"2019-02-20","'3138ETKZ8'","MBS","FNMA MORTPASS 2.5% 02/28","15yr",,,,,"5803878679.8",,,,,,"Y"
"2019-02-20","'3138EQE57'","MBS","FNMA MORTPASS 4% 06/42","30yr",,,,,"5766801679.98",,,,,,"Y"
"2019-02-20","'36179SGK7'","MBS","GNMA II MORTPASS 3% 07/46","30yr",,,,,"5619732071.83",,,,,,""
"2019-02-20","'31335ASZ2'","MBS","FHLMCGLD 4% 04/44","30yr",,,,,"5362325581.01",,,,,,"Y"
"2019-02-20","'3140J52N8'","MBS","FNMA MORTPASS 3% 09/31","15yr",,,,,"5342684895.56",,,,,,"Y"
"2019-02-20","'31335BKE5'","MBS","FHLMCGLD 4% 08/46","30yr",,,,,"5180365708.63",,,,,,"Y"
"2019-02-20","'3138ETK62'","MBS","FNMA MORTPASS 2.5% 01/28","15yr",,,,,"5106505888.73",,,,,,"Y"
"2019-02-20","'3138ETP42'","MBS","FNMA MORTPASS 3.5% 09/43","30yr",,,,,"5065211948.13",,,,,,"Y"
"2019-02-20","'36179SB71'","MBS","GNMA II MORTPASS 3% 05/46","30yr",,,,,"5061103914.32",,,,,,""
"2019-02-20","'31335APU6'","MBS","FHLMCGLD 3.5% 08/43","30yr",,,,,"5053165298.66",,,,,,"Y"
"2019-02-20","'36179NF60'","MBS","GNMA II MORTPASS 3% 06/43","30yr",,,,,"4951255848.55",,,,,,""
"2019-02-20","'36179MX39'","MBS","GNMA II MORTPASS 3% 01/43","30yr",,,,,"4873133750.61",,,,,,""
"2019-02-20","'36179RLP2'","MBS","GNMA II 3.5% 08/45","30yr",,,,,"4834259975.36",,,,,,""
"2019-02-20","'3140J6GK7'","MBS","FNMA MORTPASS 3.5% 12/46","30yr",,,,,"4803964269.55",,,,,,""
"2019-02-20","'36179S5L7'","MBS","GNMA II 3.5% 05/47","30yr",,,,,"4799942649.8",,,,,,""
"2019-02-20","'36179M5L0'","MBS","GNMA II MORTPASS 3% 03/43","30yr",,,,,"4763405853.06",,,,,,""
"2019-02-20","'31335ASU3'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"4646789741.41",,,,,,"Y"
"2019-02-20","'36179TEZ4'","MBS","GNMA II 3.5% 08/47","30yr",,,,,"4630668746.25",,,,,,""
"2019-02-20","'3138ETRH1'","MBS","FNMA MORTPASS 2.5% 10/28","15yr",,,,,"4569493633.38",,,,,,"Y"
"2019-02-20","'36179TAK1'","MBS","GNMA II 3.5% 06/47","30yr",,,,,"4564120966.25",,,,,,""
"2019-02-20","'36179SNU7'","MBS","GNMA II MORTPASS 3% 10/46","30yr",,,,,"4539987268.53",,,,,,""
"2019-02-20","'31335BSB3'","MBS","FHLMCGLD 4% 02/47","30yr",,,,,"4518457237.48",,,,,,"Y"
"2019-02-20","'3138ETAD8'","MBS","FNMA MORTPASS 4% 02/43","30yr",,,,,"4391912392.54",,,,,,"Y"
"2019-02-20","'31335ASV1'","MBS","FHLMCGLD 4% 12/43","30yr",,,,,"4313021291.34",,,,,,"Y"
"2019-02-20","'3138ETP59'","MBS","FNMA MORTPASS 4% 03/45","30yr",,,,,"4293915552.4",,,,,,"Y"
"2019-02-20","'3128MFDA3'","MBS","FHLMCGLD 2.5% 02/31","15yr",,,,,"4254271457.06",,,,,,"Y"
"2019-02-20","'31335AL89'","MBS","FHLMCGLD 3.5% 10/42","30yr",,,,,"4234329748.37",,,,,,"Y"
"2019-02-20","'3138ETRD0'","MBS","FNMA MORTPASS 3% 10/44","30yr",,,,,"4223579849.88",,,,,,"Y"
"2019-02-20","'36179MVR8'","MBS","GNMA II MORTPASS 3% 12/42","30yr",,,,,"4216732705.48",,,,,,""
"2019-02-20","'36179RF87'","MBS","GNMA II MORTPASS 3% 06/45","30yr",,,,,"4198282953.22",,,,,,""
"2019-02-20","'3128MFGD4'","MBS","FHLMCGLD 3% 05/31","15yr",,,,,"4143993682.34",,,,,,"Y"
"2019-02-20","'36179S2P1'","MBS","GNMA II 3.5% 04/47","30yr",,,,,"4108047959.08",,,,,,""
"2019-02-20","'3138EQRP9'","MBS","FNMA MORTPASS 4% 06/43","30yr",,,,,"4091140917.7",,,,,,"Y"
"2019-02-20","'36179SGL5'","MBS","GNMA II 3.5% 07/46","30yr",,,,,"4071072680.14",,,,,,""
"2019-02-20","'3128MEVK4'","MBS","FHLMCGLD 2.5% 07/29","15yr",,,,,"4054951079.96",,,,,,"Y"
"2019-02-20","'36179SLS4'","MBS","GNMA II 3.5% 09/46","30yr",,,,,"4051450812.83",,,,,,""
"2019-02-20","'3128MEVJ7'","MBS","FHLMCGLD 2.5% 11/28","15yr",,,,,"3964434687.36",,,,,,"Y"
"2019-02-20","'36179RBX6'","MBS","GNMA II 3.5% 04/45","30yr",,,,,"3891530248.25",,,,,,""
"2019-02-20","'36179RNW5'","MBS","GNMA II 3.5% 09/45","30yr",,,,,"3870574341.59",,,,,,""
"2019-02-20","'36179RXD6'","MBS","GNMA II 3.5% 01/46","30yr",,,,,"3708184966.57",,,,,,""
"2019-02-20","'36179RJE0'","MBS","GNMA II 3.5% 07/45","30yr",,,,,"3694509799.16",,,,,,""
"2019-02-20","'36179RZT9'","MBS","GNMA II 3.5% 02/46","30yr",,,,,"3632039547.52",,,,,,""
"2019-02-20","'36179SNV5'","MBS","GNMA II 3.5% 10/46","30yr",,,,,"3607859953.19",,,,,,""
"2019-02-20","'36179SUU9'","MBS","GNMA II MORTPASS 3% 01/47","30yr",,,,,"3602501421.57",,,,,,""
"2019-02-20","'3138ETRF5'","MBS","FNMA MORTPASS 3.5% 10/45","30yr",,,,,"3572688202.53",,,,,,"Y"
"2019-02-20","'36179Q6P1'","MBS","GNMA II 3.5% 03/45","30yr",,,,,"3562689954.06",,,,,,""
"2019-02-20","'36179MSW1'","MBS","GNMA II MORTPASS 3% 11/42","30yr",,,,,"3476722944.21",,,,,,""
"2019-02-20","'3128MEY39'","MBS","FHLMCGLD 2.5% 11/28","15yr",,,,,"3438172969.56",,,,,,"Y"
"2019-02-20","'36179NDQ8'","MBS","GNMA II MORTPASS 3% 05/43","30yr",,,,,"3376636475.83",,,,,,""
"2019-02-20","'3138ETRJ7'","MBS","FNMA MORTPASS 2.5% 03/29","15yr",,,,,"3349758353.43",,,,,,"Y"
"2019-02-20","'36179RD71'","MBS","GNMA II 3.5% 05/45","30yr",,,,,"3333739168.53",,,,,,""
"2019-02-20","'3138EQGC0'","MBS","FNMA MORTPASS 4.5% 01/41","30yr",,,,,"3255676297.06",,,,,,"Y"
"2019-02-20","'3138EQF98'","MBS","FNMA MORTPASS 4% 01/41","30yr",,,,,"3250450375.09",,,,,,"Y"
"2019-02-20","'3138EQV90'","MBS","FNMA MORTPASS 4% 09/42","30yr",,,,,"3248843964.35",,,,,,"Y"
"2019-02-20","'36179QT43'","MBS","GNMA II 3.5% 11/44","30yr",,,,,"3237014720.86",,,,,,""
"2019-02-20","'31335AT24'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"3232178925.75",,,,,,"Y"
"2019-02-20","'36179RF95'","MBS","GNMA II 3.5% 06/45","30yr",,,,,"3230629865.33",,,,,,""
"2019-02-20","'36179RJD2'","MBS","GNMA II MORTPASS 3% 07/45","30yr",,,,,"3223541590.88",,,,,,""
"2019-02-20","'36179NBA5'","MBS","GNMA II MORTPASS 3% 04/43","30yr",,,,,"3201545517.64",,,,,,""
"2019-02-20","'36179SQW0'","MBS","GNMA II 3.5% 11/46","30yr",,,,,"3116934135.12",,,,,,""
"2019-02-20","'3138ETRL2'","MBS","FNMA MORTPASS 3% 07/29","15yr",,,,,"3050494145.78",,,,,,"Y"
"2019-02-20","'3138EQ2N1'","MBS","FNMA MORTPASS 2.5% 03/43","30yr",,,,,"3048368531.39",,,,,,"Y"
"2019-02-20","'36179SQV2'","MBS","GNMA II MORTPASS 3% 11/46","30yr",,,,,"3047355395.72",,,,,,""
"2019-02-20","'3138EQQ62'","MBS","FNMA MORTPASS 4.5% 01/42","30yr",,,,,"3040646739.34",,,,,,"Y"
"2019-02-20","'3138ETK70'","MBS","FNMA MORTPASS 3.5% 08/44","30yr",,,,,"2972632740.94",,,,,,"Y"
"2019-02-20","'36179QYS4'","MBS","GNMA II 3.5% 01/45","30yr",,,,,"2907245711.84",,,,,,""
"2019-02-20","'3128M8WR1'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"2876532202.34",,,,,,"Y"
"2019-02-20","'3138EQ7B2'","MBS","FNMA MORTPASS 4% 04/43","30yr",,,,,"2873291139.92",,,,,,"Y"
"2019-02-20","'36179MAX8'","MBS","GNMA II 3.5% 04/42","30yr",,,,,"2863734822.09",,,,,,""
"2019-02-20","'3138EQWA6'","MBS","FNMA MORTPASS 3.5% 10/41","30yr",,,,,"2811802639.74",,,,,,"Y"
"2019-02-20","'3138ETRG3'","MBS","FNMA MORTPASS 3.5% 09/44","30yr",,,,,"2806832099.55",,,,,,"Y"
"2019-02-20","'36179SUV7'","MBS","GNMA II 3.5% 01/47","30yr",,,,,"2796939924.67",,,,,,""
"2019-02-20","'3128MJ2M1'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"2792095045.62",,,,,,""
"2019-02-20","'36179Q6N6'","MBS","GNMA II MORTPASS 3% 03/45","30yr",,,,,"2756935130.69",,,,,,""
"2019-02-20","'36179NLD8'","MBS","GNMA II 3.5% 08/43","30yr",,,,,"2752042302.05",,,,,,""
"2019-02-20","'3138EQE40'","MBS","FNMA MORTPASS 4.5% 11/42","30yr",,,,,"2746501516.93",,,,,,"Y"
"2019-02-20","'31335AVX3'","MBS","FHLMCGLD 3.5% 08/45","30yr",,,,,"2717747621",,,,,,"Y"
"2019-02-20","'36179SJT5'","MBS","GNMA II 3.5% 08/46","30yr",,,,,"2659160672.09",,,,,,""
"2019-02-20","'3138ETRK4'","MBS","FNMA MORTPASS 2.5% 09/27","15yr",,,,,"2651456505",,,,,,"Y"
"2019-02-20","'36179QRY9'","MBS","GNMA II 3.5% 10/44","30yr",,,,,"2630103909.28",,,,,,""
