"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2021-04-07","'3132DWAW3'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"36345299427.88",,,,,,""
"2021-04-07","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"34819585746.84",,,,,,"Y"
"2021-04-07","'31418DV74'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"32817833900.4",,,,,,""
"2021-04-07","'3132DWAN3'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"29374849573.83",,,,,,""
"2021-04-07","'31418DWR9'","MBS","UMBS MORTPASS 2% 02/51","30yr",,,,,"27141537012.41",,,,,,""
"2021-04-07","'3132DWBB8'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"25851541697.48",,,,,,""
"2021-04-07","'3132DWA52'","MBS","UMBS MORTPASS 2% 02/51","30yr",,,,,"25838663844.87",,,,,,""
"2021-04-07","'31418DQH8'","MBS","UMBS MORTPASS 2.5% 06/50","30yr",,,,,"25639636679.81",,,,,,""
"2021-04-07","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"24760033043.32",,,,,,"Y"
"2021-04-07","'3132DWAF0'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"23358140596.21",,,,,,""
"2021-04-07","'36179VTW0'","MBS","GNMA II 2.5% 09/50","30yr",,,,,"22041629526.32",,,,,,""
"2021-04-07","'3132DV7K5'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"21587473655.65",,,,,,""
"2021-04-07","'31418DVA7'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"21176007295.12",,,,,,""
"2021-04-07","'31418DTQ5'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"20974294027.6",,,,,,""
"2021-04-07","'36179VSG6'","MBS","GNMA II 2.5% 08/50","30yr",,,,,"20435125951.57",,,,,,""
"2021-04-07","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"20216376417.9",,,,,,"Y"
"2021-04-07","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"19635324839",,,,,,"Y"
"2021-04-07","'31418DQ88'","MBS","UMBS MORTPASS 2.5% 07/50","30yr",,,,,"19153706360.39",,,,,,""
"2021-04-07","'31418DPD8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"18479452514.9",,,,,,""
"2021-04-07","'36179V7D6'","MBS","GNMA II MORTPASS 2% 02/51","30yr",,,,,"18111798036.49",,,,,,""
"2021-04-07","'3132DWBH5'","MBS","UMBS MORTPASS 2% 04/51","30yr",,,,,"17811801306",,,,,,""
"2021-04-07","'3132DV6U4'","MBS","UMBS MORTPASS 2.5% 08/50","30yr",,,,,"17792201095.67",,,,,,""
"2021-04-07","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"17686525989.04",,,,,,"Y"
"2021-04-07","'3132DV5W1'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"17622890210.08",,,,,,""
"2021-04-07","'36179VMC1'","MBS","GNMA II 2.5% 05/50","30yr",,,,,"17568425512.8",,,,,,""
"2021-04-07","'3132DV7A7'","MBS","UMBS MORTPASS 2.5% 07/50","30yr",,,,,"17238035430.31",,,,,,""
"2021-04-07","'36179VZQ6'","MBS","GNMA II MORTPASS 2% 12/50","30yr",,,,,"16187716097.86",,,,,,""
"2021-04-07","'36179V4U1'","MBS","GNMA II MORTPASS 2% 01/51","30yr",,,,,"16012610214.09",,,,,,""
"2021-04-07","'36179VQS2'","MBS","GNMA II 2.5% 07/50","30yr",,,,,"15271155309.83",,,,,,""
"2021-04-07","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"14521224570.44",,,,,,"Y"
"2021-04-07","'31418DSJ2'","MBS","UMBS MORTPASS 2.5% 09/50","30yr",,,,,"14435912507.49",,,,,,""
"2021-04-07","'3132DV6C4'","MBS","UMBS MORTPASS 2.5% 06/50","30yr",,,,,"14094032995.88",,,,,,""
"2021-04-07","'36179VN22'","MBS","GNMA II 2.5% 06/50","30yr",,,,,"13601494487.03",,,,,,""
"2021-04-07","'31418DXK3'","MBS","UMBS MORTPASS 2% 03/51","30yr",,,,,"13595504191.8",,,,,,""
"2021-04-07","'36179VXX3'","MBS","GNMA II MORTPASS 2% 11/50","30yr",,,,,"12873138965.03",,,,,,""
"2021-04-07","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"12619214400.21",,,,,,"Y"
"2021-04-07","'36179WBX5'","MBS","GNMA II MORTPASS 2% 03/51","30yr",,,,,"12535096618",,,,,,""
"2021-04-07","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"12181219455.97",,,,,,"Y"
"2021-04-07","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"12138921532.58",,,,,,"Y"
"2021-04-07","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"11203222260.82",,,,,,""
"2021-04-07","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"11044980898.62",,,,,,"Y"
"2021-04-07","'3132DWBA0'","MBS","UMBS MORTPASS 1.5% 03/51","30yr",,,,,"10768170643.98",,,,,,""
