"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2021-01-13","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"41029292408.32",,,,,,"Y"
"2021-01-13","'31418DQH8'","MBS","UMBS MORTPASS 2.5% 06/50","30yr",,,,,"29418441105.85",,,,,,""
"2021-01-13","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"29021122905.67",,,,,,"Y"
"2021-01-13","'3132DWAN3'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"25810355747.01",,,,,,""
"2021-01-13","'3132DWAW3'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"25543116287",,,,,,""
"2021-01-13","'3132DWAF0'","MBS","UMBS MORTPASS 2% 11/50","30yr",,,,,"23655973290.11",,,,,,""
"2021-01-13","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"22867590638.35",,,,,,"Y"
"2021-01-13","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"22382739822.55",,,,,,"Y"
"2021-01-13","'3132DV7K5'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"21892784507.21",,,,,,""
"2021-01-13","'36179VTW0'","MBS","GNMA II 2.5% 09/50","30yr",,,,,"21835995580.32",,,,,,""
"2021-01-13","'31418DPD8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"21728790348.63",,,,,,""
"2021-01-13","'31418DQ88'","MBS","UMBS MORTPASS 2.5% 07/50","30yr",,,,,"20857410805.91",,,,,,""
"2021-01-13","'3132DV5W1'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"20722075350.36",,,,,,""
"2021-01-13","'31418DTQ5'","MBS","UMBS MORTPASS 2% 10/50","30yr",,,,,"20430956280.5",,,,,,""
"2021-01-13","'36179VSG6'","MBS","GNMA II 2.5% 08/50","30yr",,,,,"20345013237.25",,,,,,""
"2021-01-13","'36179VMC1'","MBS","GNMA II 2.5% 05/50","30yr",,,,,"20292102379.45",,,,,,""
"2021-01-13","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"19989229499.65",,,,,,"Y"
"2021-01-13","'31418DVA7'","MBS","UMBS MORTPASS 2% 12/50","30yr",,,,,"19915446874.74",,,,,,""
"2021-01-13","'31418DV74'","MBS","UMBS MORTPASS 2% 01/51","30yr",,,,,"19643020966",,,,,,""
"2021-01-13","'3132DV6U4'","MBS","UMBS MORTPASS 2.5% 08/50","30yr",,,,,"19179568951.68",,,,,,""
"2021-01-13","'3132DV7A7'","MBS","UMBS MORTPASS 2.5% 07/50","30yr",,,,,"18818022740.06",,,,,,""
"2021-01-13","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"17023631602.69",,,,,,"Y"
"2021-01-13","'3132DV6C4'","MBS","UMBS MORTPASS 2.5% 06/50","30yr",,,,,"16235530532.42",,,,,,""
