"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2017-04-12","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"42538851126.89",,,,,,"Y"
"2017-04-12","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"42190390210.55",,,,,,"Y"
"2017-04-12","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"38129495708.84",,,,,,"Y"
"2017-04-12","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"26417470868.56",,,,,,"Y"
"2017-04-12","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"26273253754.51",,,,,,"Y"
"2017-04-12","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"21380218003.94",,,,,,"Y"
"2017-04-12","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"20578258959.18",,,,,,"Y"
"2017-04-12","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"19806958732.03",,,,,,"Y"
"2017-04-12","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"19134533623.4",,,,,,"Y"
"2017-04-12","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"18553929526.6",,,,,,"Y"
"2017-04-12","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"16402454138.04",,,,,,"Y"
"2017-04-12","'3138ETKL9'","MBS","FNMA MORTPASS 4% 03/44","30yr",,,,,"14550383186.14",,,,,,"Y"
"2017-04-12","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"13407589052.54",,,,,,""
"2017-04-12","'3138ETP34'","MBS","FNMA MORTPASS 3.5% 07/45","30yr",,,,,"13309124920.9",,,,,,"Y"
"2017-04-12","'3138ETKM7'","MBS","FNMA MORTPASS 4% 09/44","30yr",,,,,"12784383669.08",,,,,,"Y"
"2017-04-12","'3138ETK39'","MBS","FNMA MORTPASS 3.5% 05/45","30yr",,,,,"12592429247.09",,,,,,"Y"
"2017-04-12","'3138ETE51'","MBS","FNMA MORTPASS 3.5% 06/43","30yr",,,,,"12331811580.76",,,,,,"Y"
"2017-04-12","'3138ETK54'","MBS","FNMA MORTPASS 4% 06/44","30yr",,,,,"12012667982.96",,,,,,"Y"
"2017-04-12","'3138ETKH8'","MBS","FNMA MORTPASS 3.5% 01/43","30yr",,,,,"11939918831.98",,,,,,"Y"
"2017-04-12","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"11914998231.29",,,,,,"Y"
"2017-04-12","'3138ETK88'","MBS","FNMA MORTPASS 4% 04/44","30yr",,,,,"11500490049.32",,,,,,"Y"
"2017-04-12","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"10804678595.74",,,,,,"Y"
"2017-04-12","'3138ETP83'","MBS","FNMA MORTPASS 3% 01/46","30yr",,,,,"10684015644.5",,,,,,"Y"
"2017-04-12","'3138ETKJ4'","MBS","FNMA MORTPASS 3.5% 04/45","30yr",,,,,"10578875050.11",,,,,,"Y"
"2017-04-12","'3138ETQA7'","MBS","FNMA MORTPASS 3% 05/45","30yr",,,,,"10574378565.46",,,,,,"Y"
"2017-04-12","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"10312432499.87",,,,,,"Y"
"2017-04-12","'3138ETK21'","MBS","FNMA MORTPASS 4% 02/45","30yr",,,,,"10095982117.73",,,,,,"Y"
"2017-04-12","'3138EQWB4'","MBS","FNMA MORTPASS 4% 06/42","30yr",,,,,"9951880651.59",,,,,,"Y"
