"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2013-04-24","'36179M2P4'","MBS","GNMA II GTD 3% 02/43","30yr",,,,,"15230823944.54",,,,,,""
"2013-04-24","'3138EHBH4'","MBS","FED NATL MORT 4.5% 10/39","30yr",,,,,"15211931209.12",,,,,,"Y"
"2013-04-24","'36179MX39'","MBS","GNMA II SINGLE 3% 01/43","30yr",,,,,"11305162570.07",,,,,,""
"2013-04-24","'3128M8WR1'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"11157064619.21",,,,,,"Y"
"2013-04-24","'3138EGVV3'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"10912154166.41",,,,,,"Y"
"2013-04-24","'3138EGW75'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"10815349110.72",,,,,,"Y"
"2013-04-24","'36179M5L0'","MBS","GOVT NATL MTG 3% 03/43","30yr",,,,,"10718708260.07",,,,,,""
"2013-04-24","'3128M8WB6'","MBS","FHLMCGLD 5% 03/40","30yr",,,,,"10225163113.19",,,,,,"Y"
"2013-04-24","'3138EGNT7'","MBS","FED NATL MORT 4.5% 06/40","30yr",,,,,"9903923821.61",,,,,,"Y"
"2013-04-24","'3138EHBL5'","MBS","FED NATL MORT 4.5% 08/39","30yr",,,,,"9890392599.62",,,,,,"Y"
"2013-04-24","'36179MVR8'","MBS","GNMA II GTD 3% 12/42","30yr",,,,,"9637874404.21",,,,,,""
"2013-04-24","'3128M8RL0'","MBS","FHLMCGLD 5% 02/40","30yr",,,,,"9635543212.23",,,,,,"Y"
"2013-04-24","'3128M8XK5'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"9444338069.12",,,,,,"Y"
"2013-04-24","'3138EGW34'","MBS","FNMA MORTPASS 4.5% 11/39","30yr",,,,,"9007244140.23",,,,,,"Y"
"2013-04-24","'3138EGPC2'","MBS","FNMA MORTPASS 5% 04/40","30yr",,,,,"8657990393.97",,,,,,"Y"
"2013-04-24","'3138EGPA6'","MBS","FNMA MORTPASS 4% 01/40","30yr",,,,,"8419424219.42",,,,,,"Y"
"2013-04-24","'3138EGF25'","MBS","FNMA MORTPASS 4.5% 07/40","30yr",,,,,"8394270551.46",,,,,,"Y"
"2013-04-24","'36179MSW1'","MBS","GOVT NATIONAL 3% 11/42","30yr",,,,,"8232460512.69",,,,,,""
"2013-04-24","'3138EGF33'","MBS","FED NATL MORT 5% 06/40","30yr",,,,,"8229051515.28",,,,,,"Y"
"2013-04-24","'3138EHCX8'","MBS","FNMS 04.500 CLAL0985","30yr",,,,,"7920634864.88",,,,,,"Y"
"2013-04-24","'3138EGV35'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"7919243554.99",,,,,,"Y"
"2013-04-24","'36179MAX8'","MBS","GNMA II GTD 3.5% 04/42","30yr",,,,,"7750087716.38",,,,,,""
"2013-04-24","'3128M8V35'","MBS","FHLMCGLD 4.5% 04/40","30yr",,,,,"7537259664.21",,,,,,"Y"
"2013-04-24","'3138EGVW1'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"7424650938.87",,,,,,"Y"
"2013-04-24","'3138EGWB6'","MBS","FED NATL MORT 5% 07/40","30yr",,,,,"7345656903.94",,,,,,"Y"
"2013-04-24","'3128M8X82'","MBS","FHLMCGLD 4.5% 09/39","30yr",,,,,"6989031566.69",,,,,,"Y"
"2013-04-24","'3128M8X58'","MBS","FHLMCGLD 4.5% 06/39","30yr",,,,,"6771304432.91",,,,,,"Y"
"2013-04-24","'36179NBA5'","MBS","GNMA II MORTPASS 3% 04/43","30yr",,,,,"6235941031",,,,,,""
"2013-04-24","'3128M8QT4'","MBS","FED HOME LOAN 4.5% 07/40","30yr",,,,,"6171919143.44",,,,,,"Y"
"2013-04-24","'3128M8QZ0'","MBS","FED HOME LOAN 5% 05/40","30yr",,,,,"6086441458.4",,,,,,"Y"
