"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2017-10-25","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"39644721881.14",,,,,,"Y"
"2017-10-25","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"39315844413.05",,,,,,"Y"
"2017-10-25","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"35353397939.86",,,,,,"Y"
"2017-10-25","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"24618507348.44",,,,,,"Y"
"2017-10-25","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"24455487593.88",,,,,,"Y"
"2017-10-25","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"21648314918.42",,,,,,"Y"
"2017-10-25","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"19600522722.97",,,,,,"Y"
"2017-10-25","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"19172427365.61",,,,,,"Y"
"2017-10-25","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"18147633824.46",,,,,,"Y"
"2017-10-25","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"17792594036.87",,,,,,"Y"
"2017-10-25","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"16999884420.7",,,,,,"Y"
"2017-10-25","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"14969491997.84",,,,,,"Y"
"2017-10-25","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"13111313590.49",,,,,,""
"2017-10-25","'3138ETKL9'","MBS","FNMA MORTPASS 4% 03/44","30yr",,,,,"12922368741.74",,,,,,"Y"
"2017-10-25","'3138ETP34'","MBS","FNMA MORTPASS 3.5% 07/45","30yr",,,,,"12021733164.56",,,,,,"Y"
"2017-10-25","'3138ETK39'","MBS","FNMA MORTPASS 3.5% 05/45","30yr",,,,,"11401411447",,,,,,"Y"
"2017-10-25","'3138ETE51'","MBS","FNMA MORTPASS 3.5% 06/43","30yr",,,,,"11336957752.94",,,,,,"Y"
"2017-10-25","'3138ETKM7'","MBS","FNMA MORTPASS 4% 09/44","30yr",,,,,"11254990071.69",,,,,,"Y"
"2017-10-25","'3138ETKH8'","MBS","FNMA MORTPASS 3.5% 01/43","30yr",,,,,"10939859683.6",,,,,,"Y"
"2017-10-25","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"10844173490.85",,,,,,"Y"
"2017-10-25","'3138ETK54'","MBS","FNMA MORTPASS 4% 06/44","30yr",,,,,"10655003697.82",,,,,,"Y"
"2017-10-25","'3138ETK88'","MBS","FNMA MORTPASS 4% 04/44","30yr",,,,,"10221593259.69",,,,,,"Y"
"2017-10-25","'3138ETP83'","MBS","FNMA MORTPASS 3% 01/46","30yr",,,,,"9981697417.02",,,,,,"Y"
"2017-10-25","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"9904457349.35",,,,,,"Y"
"2017-10-25","'3140J57J2'","MBS","FNMA MORTPASS 4% 02/47","30yr",,,,,"9897228388.99",,,,,,"Y"
"2017-10-25","'3138ETQA7'","MBS","FNMA MORTPASS 3% 05/45","30yr",,,,,"9812245456.9",,,,,,"Y"
