"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2019-07-10","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"67973215132.37",,,,,,"Y"
"2019-07-10","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"47657894260.24",,,,,,"Y"
"2019-07-10","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"33213757692.41",,,,,,"Y"
"2019-07-10","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"32925614988.89",,,,,,"Y"
"2019-07-10","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"30866701187.24",,,,,,"Y"
"2019-07-10","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"29368529867.76",,,,,,"Y"
"2019-07-10","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"26572037949.05",,,,,,"Y"
"2019-07-10","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"23268431110.9",,,,,,"Y"
"2019-07-10","'3140J8BU6'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"21097588829.05",,,,,,"Y"
"2019-07-10","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"20609224314.9",,,,,,"Y"
"2019-07-10","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"20471611196.36",,,,,,"Y"
"2019-07-10","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"18228225768.54",,,,,,"Y"
"2019-07-10","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"16060369482.04",,,,,,"Y"
"2019-07-10","'3138ETP75'","MBS","UMBS MORTPASS 3.5% 12/45","30yr",,,,,"15636428295.66",,,,,,"Y"
"2019-07-10","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"14815216599.76",,,,,,"Y"
"2019-07-10","'3138ETKK1'","MBS","UMBS MORTPASS 3.5% 01/44","30yr",,,,,"14602990280.23",,,,,,"Y"
"2019-07-10","'3138ETE44'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"13784890425.96",,,,,,"Y"
"2019-07-10","'3138ETP26'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"11889995828.43",,,,,,"Y"
"2019-07-10","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"10623130451.48",,,,,,""
"2019-07-10","'3140J8BW2'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"9966418728.64",,,,,,"Y"
"2019-07-10","'3138ETKL9'","MBS","UMBS MORTPASS 4% 03/44","30yr",,,,,"9935710757.53",,,,,,"Y"
"2019-07-10","'3138ETP34'","MBS","UMBS MORTPASS 3.5% 07/45","30yr",,,,,"9404880791.19",,,,,,"Y"
"2019-07-10","'3138ETE51'","MBS","UMBS MORTPASS 3.5% 06/43","30yr",,,,,"9308689253.1",,,,,,"Y"
"2019-07-10","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"8998531408.81",,,,,,"Y"
"2019-07-10","'3138ETKH8'","MBS","UMBS MORTPASS 3.5% 01/43","30yr",,,,,"8876705647.05",,,,,,"Y"
"2019-07-10","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"8674372428.69",,,,,,"Y"
"2019-07-10","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"8530350275.53",,,,,,"Y"
"2019-07-10","'3138ETP83'","MBS","UMBS MORTPASS 3% 01/46","30yr",,,,,"8346486965.22",,,,,,"Y"
"2019-07-10","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"8161786518.25",,,,,,"Y"
"2019-07-10","'3138ETQA7'","MBS","UMBS MORTPASS 3% 05/45","30yr",,,,,"8130921396.73",,,,,,"Y"
"2019-07-10","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"8084723569.5",,,,,,"Y"
"2019-07-10","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"8024654653.72",,,,,,"Y"
"2019-07-10","'3138ETK88'","MBS","UMBS MORTPASS 4% 04/44","30yr",,,,,"7851945714.06",,,,,,"Y"
"2019-07-10","'3138ETKJ4'","MBS","UMBS MORTPASS 3.5% 04/45","30yr",,,,,"7641454368.27",,,,,,"Y"
"2019-07-10","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"7613479004.22",,,,,,""
"2019-07-10","'36179TCX1'","MBS","GNMA II 3.5% 07/47","30yr",,,,,"7473165892.73",,,,,,""
"2019-07-10","'3140J57J2'","MBS","UMBS MORTPASS 4% 02/47","30yr",,,,,"7180941713.17",,,,,,"Y"
"2019-07-10","'31335ARV2'","MBS","FHLMCGLD 3.5% 01/44","30yr",,,,,"7169444212.08",,,,,,"Y"
"2019-07-10","'3138EQWB4'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"7107081750.85",,,,,,"Y"
"2019-07-10","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"7041051306.82",,,,,,""
"2019-07-10","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"6955716440",,,,,,"Y"
"2019-07-10","'3138ETK21'","MBS","UMBS MORTPASS 4% 02/45","30yr",,,,,"6686613523.73",,,,,,"Y"
"2019-07-10","'31335AT57'","MBS","FHLMCGLD 4% 05/45","30yr",,,,,"6630608818.87",,,,,,"Y"
"2019-07-10","'3138EQ7C0'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"6472329497.68",,,,,,"Y"
"2019-07-10","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"6318012058.46",,,,,,""
"2019-07-10","'31335AVT2'","MBS","FHLMCGLD 3.5% 02/45","30yr",,,,,"6175686611",,,,,,"Y"
"2019-07-10","'31335AT40'","MBS","FHLMCGLD 4% 05/44","30yr",,,,,"6061952046.47",,,,,,"Y"
"2019-07-10","'31335AVQ8'","MBS","FHLMCGLD 4% 12/44","30yr",,,,,"5999032363.16",,,,,,"Y"
"2019-07-10","'3138EQE65'","MBS","UMBS MORTPASS 4.5% 08/40","30yr",,,,,"5974724439.21",,,,,,"Y"
"2019-07-10","'3128MFMB1'","MBS","FHLMCGLD 2.5% 02/32","15yr",,,,,"5908718493.6",,,,,,"Y"
"2019-07-10","'3138EQGA4'","MBS","UMBS MORTPASS 4.5% 09/42","30yr",,,,,"5893881914.85",,,,,,"Y"
"2019-07-10","'3140J5G29'","MBS","UMBS MORTPASS 3% 03/46","30yr",,,,,"5639793825.64",,,,,,"Y"
"2019-07-10","'36179SEG8'","MBS","GNMA II MORTPASS 3% 06/46","30yr",,,,,"5636490495.16",,,,,,""
"2019-07-10","'3138EQE57'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"5456917654.79",,,,,,"Y"
"2019-07-10","'3138ETK47'","MBS","UMBS MORTPASS 2.5% 03/29","15yr",,,,,"5385397937.33",,,,,,"Y"
"2019-07-10","'36179SGK7'","MBS","GNMA II MORTPASS 3% 07/46","30yr",,,,,"5322956666.67",,,,,,""
"2019-07-10","'3138ETKZ8'","MBS","UMBS MORTPASS 2.5% 02/28","15yr",,,,,"5322249383.92",,,,,,"Y"
"2019-07-10","'31335ASZ2'","MBS","FHLMCGLD 4% 04/44","30yr",,,,,"5120817456.16",,,,,,"Y"
"2019-07-10","'3140J52N8'","MBS","UMBS MORTPASS 3% 09/31","15yr",,,,,"4940990292.62",,,,,,"Y"
"2019-07-10","'31335BKE5'","MBS","FHLMCGLD 4% 08/46","30yr",,,,,"4908920196.99",,,,,,"Y"
"2019-07-10","'31335APU6'","MBS","FHLMCGLD 3.5% 08/43","30yr",,,,,"4860391795.75",,,,,,"Y"
"2019-07-10","'3138ETP42'","MBS","UMBS MORTPASS 3.5% 09/43","30yr",,,,,"4822195085.06",,,,,,"Y"
"2019-07-10","'36179SB71'","MBS","GNMA II MORTPASS 3% 05/46","30yr",,,,,"4789024744",,,,,,""
"2019-07-10","'36179NF60'","MBS","GNMA II MORTPASS 3% 06/43","30yr",,,,,"4699546968.19",,,,,,""
"2019-07-10","'3138ETK62'","MBS","UMBS MORTPASS 2.5% 01/28","15yr",,,,,"4672390297.36",,,,,,"Y"
"2019-07-10","'3622AADG6'","MBS","GNMA I 3.5% 10/43","30yr",,,,,"4657644727.24",,,,,,"Y"
"2019-07-10","'36179MX39'","MBS","GNMA II MORTPASS 3% 01/43","30yr",,,,,"4644983799.38",,,,,,""
"2019-07-10","'36179S5L7'","MBS","GNMA II 3.5% 05/47","30yr",,,,,"4564579106.51",,,,,,""
"2019-07-10","'36179RLP2'","MBS","GNMA II 3.5% 08/45","30yr",,,,,"4560059355.49",,,,,,""
"2019-07-10","'3140J6GK7'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"4542464013.24",,,,,,""
"2019-07-10","'36179M5L0'","MBS","GNMA II MORTPASS 3% 03/43","30yr",,,,,"4539752886.65",,,,,,""
"2019-07-10","'31335ASU3'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"4459439649.67",,,,,,"Y"
"2019-07-10","'36179TEZ4'","MBS","GNMA II 3.5% 08/47","30yr",,,,,"4430455255",,,,,,""
"2019-07-10","'36179TAK1'","MBS","GNMA II 3.5% 06/47","30yr",,,,,"4344928963",,,,,,""
"2019-07-10","'36179SNU7'","MBS","GNMA II MORTPASS 3% 10/46","30yr",,,,,"4310111902.99",,,,,,""
"2019-07-10","'31335BSB3'","MBS","FHLMCGLD 4% 02/47","30yr",,,,,"4277349738.92",,,,,,"Y"
"2019-07-10","'3138ETRH1'","MBS","UMBS MORTPASS 2.5% 10/28","15yr",,,,,"4209538628.86",,,,,,"Y"
"2019-07-10","'3138ETAD8'","MBS","UMBS MORTPASS 4% 02/43","30yr",,,,,"4168993750.11",,,,,,"Y"
"2019-07-10","'31335ASV1'","MBS","FHLMCGLD 4% 12/43","30yr",,,,,"4120122862.24",,,,,,"Y"
"2019-07-10","'31335AL89'","MBS","FHLMCGLD 3.5% 10/42","30yr",,,,,"4071732387.48",,,,,,"Y"
"2019-07-10","'3138ETRD0'","MBS","UMBS MORTPASS 3% 10/44","30yr",,,,,"4051414326.82",,,,,,"Y"
"2019-07-10","'36179MVR8'","MBS","GNMA II MORTPASS 3% 12/42","30yr",,,,,"4025683054.47",,,,,,""
"2019-07-10","'3138ETP59'","MBS","UMBS MORTPASS 4% 03/45","30yr",,,,,"4020304697.72",,,,,,"Y"
"2019-07-10","'3128MFDA3'","MBS","FHLMCGLD 2.5% 02/31","15yr",,,,,"4010368517.66",,,,,,"Y"
"2019-07-10","'36179RF87'","MBS","GNMA II MORTPASS 3% 06/45","30yr",,,,,"3965409434.88",,,,,,""
"2019-07-10","'3128MFGD4'","MBS","FHLMCGLD 3% 05/31","15yr",,,,,"3890034917.38",,,,,,"Y"
"2019-07-10","'36179S2P1'","MBS","GNMA II 3.5% 04/47","30yr",,,,,"3886927162.91",,,,,,""
"2019-07-10","'3138EQRP9'","MBS","UMBS MORTPASS 4% 06/43","30yr",,,,,"3878932087.26",,,,,,"Y"
"2019-07-10","'36179SGL5'","MBS","GNMA II 3.5% 07/46","30yr",,,,,"3831457141.18",,,,,,""
"2019-07-10","'36179SLS4'","MBS","GNMA II 3.5% 09/46","30yr",,,,,"3827691779.1",,,,,,""
"2019-07-10","'3128MEVK4'","MBS","FHLMCGLD 2.5% 07/29","15yr",,,,,"3781364058.94",,,,,,"Y"
