"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2012-10-17","'3138EHBH4'","MBS","FNMA MORTPASS 4.5% 10/39","30yr",,,,,"19188202323.45",,,,,,"Y"
"2012-10-17","'3128M8WR1'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"14072724399.74",,,,,,"Y"
"2012-10-17","'3138EGVV3'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"13974550644.37",,,,,,"Y"
"2012-10-17","'3138EHBL5'","MBS","FNMA MORTPASS 4.5% 08/39","30yr",,,,,"13485269753.48",,,,,,"Y"
"2012-10-17","'3138EGW75'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"13457718903.6",,,,,,"Y"
"2012-10-17","'3128M8WB6'","MBS","FHLMCGLD 5% 03/40","30yr",,,,,"12537419953.73",,,,,,"Y"
"2012-10-17","'3138EGNT7'","MBS","FED NATL MORT 4.5% 06/40","30yr",,,,,"12444778641.98",,,,,,"Y"
"2012-10-17","'3128M8XK5'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"12169380772.64",,,,,,"Y"
"2012-10-17","'3128M8RL0'","MBS","FHLMCGLD 5% 02/40","30yr",,,,,"11611549853.22",,,,,,"Y"
"2012-10-17","'3138EHCX8'","MBS","FNMS 04.500 CLAL0985","30yr",,,,,"11466313967.85",,,,,,"Y"
"2012-10-17","'3138EGW34'","MBS","FNMA MORTPASS 4.5% 11/39","30yr",,,,,"11255898212.1",,,,,,"Y"
"2012-10-17","'3138EGV35'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"10907104233.39",,,,,,"Y"
"2012-10-17","'3138EGF25'","MBS","FNMA MORTPASS 4.5% 07/40","30yr",,,,,"10709824535.64",,,,,,"Y"
"2012-10-17","'3138EGPA6'","MBS","FNMA MORTPASS 4% 01/40","30yr",,,,,"10531201481.9",,,,,,"Y"
"2012-10-17","'3138EGPC2'","MBS","FNMA MORTPASS 5% 04/40","30yr",,,,,"10247668877.47",,,,,,"Y"
"2012-10-17","'3128M8X82'","MBS","FHLMCGLD 4.5% 09/39","30yr",,,,,"10006388793.03",,,,,,"Y"
"2012-10-17","'3128M8V35'","MBS","FHLMCGLD 4.5% 04/40","30yr",,,,,"9638536707.03",,,,,,"Y"
"2012-10-17","'3128M8X58'","MBS","FHLMCGLD 4.5% 06/39","30yr",,,,,"9522319051.05",,,,,,"Y"
"2012-10-17","'3138EGF33'","MBS","FED NATL MORT 5% 06/40","30yr",,,,,"9513777428.68",,,,,,"Y"
"2012-10-17","'3138EGVW1'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"9319522325.86",,,,,,"Y"
"2012-10-17","'3138EGWB6'","MBS","FNMA MORTPASS 5% 07/40","30yr",,,,,"8833952063.53",,,,,,"Y"
"2012-10-17","'3138EHBR2'","MBS","FNMA MORTPASS 4.5% 08/39","30yr",,,,,"8133545790.5",,,,,,"Y"
"2012-10-17","'3128M8QT4'","MBS","FED HOME LOAN 4.5% 07/40","30yr",,,,,"7907732048.74",,,,,,"Y"
"2012-10-17","'3138EHCZ3'","MBS","FNMA MORTPASS 4.5% 04/39","30yr",,,,,"7748440267.86",,,,,,"Y"
"2012-10-17","'36179MAX8'","MBS","GNMA II GTD 3.5% 04/42","30yr",,,,,"7437340030.86",,,,,,""
"2012-10-17","'3138EGQG2'","MBS","FNMA MORTPASS 4.5% 05/40","30yr",,,,,"7238599616.04",,,,,,"Y"
"2012-10-17","'3128M8QZ0'","MBS","FHLMCGLD 5% 05/40","30yr",,,,,"7153967277.68",,,,,,"Y"
"2012-10-17","'3128M8V27'","MBS","FHLMCGLD 4.5% 03/40","30yr",,,,,"7137923454.68",,,,,,"Y"
"2012-10-17","'3138EGWJ9'","MBS","FNMA MORTPASS 4.5% 01/40","30yr",,,,,"6714492995.83",,,,,,"Y"
"2012-10-17","'3128M8WL4'","MBS","FHLMCGLD 4.5% 10/39","30yr",,,,,"6450438485.79",,,,,,"Y"
"2012-10-17","'3138EGXS8'","MBS","FNMA MORTPASS 4% 06/39","30yr",,,,,"6428706788.62",,,,,,"Y"
"2012-10-17","'3138EGXN9'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"6376923625.78",,,,,,"Y"
"2012-10-17","'3138EGW59'","MBS","FNMA MORTPASS 5.5% 06/39","30yr",,,,,"6162403209.26",,,,,,"Y"
"2012-10-17","'3128M8WU4'","MBS","FHLMCGLD 4% 05/39","30yr",,,,,"5968768178.59",,,,,,"Y"
