"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2018-07-18","'3140J8GV9'","MBS","FNMA MORTPASS 3% 07/47","30yr",,,,,"74946081144.21",,,,,,"Y"
"2018-07-18","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"52140881760.54",,,,,,"Y"
"2018-07-18","'3138EQKR2'","MBS","FNMA MORTPASS 3% 07/43","30yr",,,,,"36817685310.35",,,,,,"Y"
"2018-07-18","'3138EQK35'","MBS","FNMA MORTPASS 3% 08/43","30yr",,,,,"36526359583.06",,,,,,"Y"
"2018-07-18","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"34579421352.79",,,,,,"Y"
"2018-07-18","'3138ETKF2'","MBS","FNMA MORTPASS 3% 02/44","30yr",,,,,"32742416332.24",,,,,,"Y"
"2018-07-18","'3140J8GW7'","MBS","FNMA MORTPASS 3.5% 10/47","30yr",,,,,"30456102002.07",,,,,,"Y"
"2018-07-18","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"26219022297.21",,,,,,"Y"
"2018-07-18","'3140J8BU6'","MBS","FNMA MORTPASS 3.5% 12/46","30yr",,,,,"23972015560.06",,,,,,"Y"
"2018-07-18","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"22614365977.77",,,,,,"Y"
"2018-07-18","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"22492734001.84",,,,,,"Y"
"2018-07-18","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"19992254148.77",,,,,,"Y"
"2018-07-18","'3138ETKG0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"17824412484.84",,,,,,"Y"
"2018-07-18","'3138ETP75'","MBS","FNMA MORTPASS 3.5% 12/45","30yr",,,,,"17742575077.72",,,,,,"Y"
"2018-07-18","'3138ETKK1'","MBS","FNMA MORTPASS 3.5% 01/44","30yr",,,,,"16548919077.34",,,,,,"Y"
"2018-07-18","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"16327500156.28",,,,,,"Y"
"2018-07-18","'3138ETE44'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"15515220845.28",,,,,,"Y"
"2018-07-18","'3138ETP26'","MBS","FNMA MORTPASS 3.5% 09/45","30yr",,,,,"13516100737.61",,,,,,"Y"
"2018-07-18","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"12233322699.17",,,,,,""
"2018-07-18","'3140J8BW2'","MBS","FNMA MORTPASS 2.5% 02/32","15yr",,,,,"11532677965.13",,,,,,"Y"
"2018-07-18","'3138ETKL9'","MBS","FNMA MORTPASS 4% 03/44","30yr",,,,,"11449481702.32",,,,,,"Y"
"2018-07-18","'3138ETP34'","MBS","FNMA MORTPASS 3.5% 07/45","30yr",,,,,"10768592569.87",,,,,,"Y"
"2018-07-18","'3138ETE51'","MBS","FNMA MORTPASS 3.5% 06/43","30yr",,,,,"10422093805.64",,,,,,"Y"
"2018-07-18","'3138ETK39'","MBS","FNMA MORTPASS 3.5% 05/45","30yr",,,,,"10261399002.46",,,,,,"Y"
"2018-07-18","'3138ETKH8'","MBS","FNMA MORTPASS 3.5% 01/43","30yr",,,,,"10006967342.73",,,,,,"Y"
"2018-07-18","'3138ETKM7'","MBS","FNMA MORTPASS 4% 09/44","30yr",,,,,"9894366641.17",,,,,,"Y"
"2018-07-18","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"9701932207.16",,,,,,"Y"
"2018-07-18","'3138ETK54'","MBS","FNMA MORTPASS 4% 06/44","30yr",,,,,"9433027695.56",,,,,,"Y"
"2018-07-18","'3138ETP83'","MBS","FNMA MORTPASS 3% 01/46","30yr",,,,,"9271192556.78",,,,,,"Y"
"2018-07-18","'3138ETQA7'","MBS","FNMA MORTPASS 3% 05/45","30yr",,,,,"9065654245.29",,,,,,"Y"
"2018-07-18","'3138ETK88'","MBS","FNMA MORTPASS 4% 04/44","30yr",,,,,"9061678482.92",,,,,,"Y"
"2018-07-18","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"8942863985.61",,,,,,"Y"
"2018-07-18","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"8883862753.07",,,,,,"Y"
"2018-07-18","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"8795145618.21",,,,,,""
"2018-07-18","'3138ETKJ4'","MBS","FNMA MORTPASS 3.5% 04/45","30yr",,,,,"8686792236.73",,,,,,"Y"
"2018-07-18","'3140J57J2'","MBS","FNMA MORTPASS 4% 02/47","30yr",,,,,"8510559394.57",,,,,,"Y"
"2018-07-18","'36179TCX1'","MBS","GNMA II 3.5% 07/47","30yr",,,,,"8344043289.9",,,,,,""
"2018-07-18","'3138EQWB4'","MBS","FNMA MORTPASS 4% 06/42","30yr",,,,,"8101281649.65",,,,,,"Y"
"2018-07-18","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"8077805729.82",,,,,,""
"2018-07-18","'31335ARV2'","MBS","FHLMCGLD 3.5% 01/44","30yr",,,,,"7927408656.6",,,,,,"Y"
"2018-07-18","'3138ETK21'","MBS","FNMA MORTPASS 4% 02/45","30yr",,,,,"7807120090.19",,,,,,"Y"
"2018-07-18","'31335AT57'","MBS","FHLMCGLD 4% 05/45","30yr",,,,,"7565566091.34",,,,,,"Y"
"2018-07-18","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"7295960817.44",,,,,,""
"2018-07-18","'3138EQ7C0'","MBS","FNMA MORTPASS 3.5% 05/43","30yr",,,,,"7249143373.07",,,,,,"Y"
"2018-07-18","'3138EQE65'","MBS","FNMA MORTPASS 4.5% 08/40","30yr",,,,,"6952729191.73",,,,,,"Y"
"2018-07-18","'31335AVT2'","MBS","FHLMCGLD 3.5% 02/45","30yr",,,,,"6935890901.95",,,,,,"Y"
"2018-07-18","'31335AT40'","MBS","FHLMCGLD 4% 05/44","30yr",,,,,"6884344710",,,,,,"Y"
"2018-07-18","'31335AVQ8'","MBS","FHLMCGLD 4% 12/44","30yr",,,,,"6883986001.91",,,,,,"Y"
"2018-07-18","'3138EQGA4'","MBS","FNMA MORTPASS 4.5% 09/42","30yr",,,,,"6823827803.62",,,,,,"Y"
"2018-07-18","'3128MFMB1'","MBS","FHLMCGLD 2.5% 02/32","15yr",,,,,"6779842979.81",,,,,,"Y"
"2018-07-18","'36179SEG8'","MBS","GNMA II MORTPASS 3% 06/46","30yr",,,,,"6547806181.83",,,,,,""
"2018-07-18","'3138ETK47'","MBS","FNMA MORTPASS 2.5% 03/29","15yr",,,,,"6546726075.67",,,,,,"Y"
"2018-07-18","'3138ETKZ8'","MBS","FNMA MORTPASS 2.5% 02/28","15yr",,,,,"6521873193.63",,,,,,"Y"
"2018-07-18","'3138EQE57'","MBS","FNMA MORTPASS 4% 06/42","30yr",,,,,"6259823342.77",,,,,,"Y"
"2018-07-18","'3140J5G29'","MBS","FNMA MORTPASS 3% 03/46","30yr",,,,,"6244080583.64",,,,,,"Y"
"2018-07-18","'36179SGK7'","MBS","GNMA II MORTPASS 3% 07/46","30yr",,,,,"6179578704.05",,,,,,""
"2018-07-18","'3140J52N8'","MBS","FNMA MORTPASS 3% 09/31","15yr",,,,,"5934274351.76",,,,,,"Y"
"2018-07-18","'31335ASZ2'","MBS","FHLMCGLD 4% 04/44","30yr",,,,,"5798979115.94",,,,,,"Y"
"2018-07-18","'3138ETK62'","MBS","FNMA MORTPASS 2.5% 01/28","15yr",,,,,"5755518494.72",,,,,,"Y"
"2018-07-18","'31335BKE5'","MBS","FHLMCGLD 4% 08/46","30yr",,,,,"5678249993.94",,,,,,"Y"
"2018-07-18","'36179SB71'","MBS","GNMA II MORTPASS 3% 05/46","30yr",,,,,"5558860006.82",,,,,,""
"2018-07-18","'36179NF60'","MBS","GNMA II MORTPASS 3% 06/43","30yr",,,,,"5479416115.93",,,,,,""
"2018-07-18","'3138ETP42'","MBS","FNMA MORTPASS 3.5% 09/43","30yr",,,,,"5457148981",,,,,,"Y"
"2018-07-18","'36179RLP2'","MBS","GNMA II 3.5% 08/45","30yr",,,,,"5410125039.83",,,,,,""
"2018-07-18","'31335APU6'","MBS","FHLMCGLD 3.5% 08/43","30yr",,,,,"5379764809.48",,,,,,"Y"
"2018-07-18","'36179MX39'","MBS","GNMA II MORTPASS 3% 01/43","30yr",,,,,"5369698323.71",,,,,,""
"2018-07-18","'36179M5L0'","MBS","GNMA II MORTPASS 3% 03/43","30yr",,,,,"5241214273.92",,,,,,""
"2018-07-18","'36179S5L7'","MBS","GNMA II 3.5% 05/47","30yr",,,,,"5185856515.84",,,,,,""
"2018-07-18","'3140J6GK7'","MBS","FNMA MORTPASS 3.5% 12/46","30yr",,,,,"5184214190.96",,,,,,""
"2018-07-18","'3138ETRH1'","MBS","FNMA MORTPASS 2.5% 10/28","15yr",,,,,"5121921930.98",,,,,,"Y"
"2018-07-18","'31335ASU3'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"4984261074.48",,,,,,"Y"
"2018-07-18","'36179SNU7'","MBS","GNMA II MORTPASS 3% 10/46","30yr",,,,,"4973426386.77",,,,,,""
"2018-07-18","'31335BSB3'","MBS","FHLMCGLD 4% 02/47","30yr",,,,,"4940120414.68",,,,,,"Y"
"2018-07-18","'36179TEZ4'","MBS","GNMA II 3.5% 08/47","30yr",,,,,"4916855148.22",,,,,,""
"2018-07-18","'36179TAK1'","MBS","GNMA II 3.5% 06/47","30yr",,,,,"4902245565.57",,,,,,""
"2018-07-18","'3138ETAD8'","MBS","FNMA MORTPASS 4% 02/43","30yr",,,,,"4752947419.04",,,,,,"Y"
"2018-07-18","'3138ETP59'","MBS","FNMA MORTPASS 4% 03/45","30yr",,,,,"4720427371.12",,,,,,"Y"
"2018-07-18","'3128MFDA3'","MBS","FHLMCGLD 2.5% 02/31","15yr",,,,,"4675708438.06",,,,,,"Y"
"2018-07-18","'31335ASV1'","MBS","FHLMCGLD 4% 12/43","30yr",,,,,"4671344561.18",,,,,,"Y"
"2018-07-18","'36179RF87'","MBS","GNMA II MORTPASS 3% 06/45","30yr",,,,,"4655493006.92",,,,,,""
"2018-07-18","'36179MVR8'","MBS","GNMA II MORTPASS 3% 12/42","30yr",,,,,"4640756755.19",,,,,,""
"2018-07-18","'3128MFGD4'","MBS","FHLMCGLD 3% 05/31","15yr",,,,,"4596911127.88",,,,,,"Y"
"2018-07-18","'36179SGL5'","MBS","GNMA II 3.5% 07/46","30yr",,,,,"4538338863.75",,,,,,""
"2018-07-18","'3128MEVK4'","MBS","FHLMCGLD 2.5% 07/29","15yr",,,,,"4529075688.04",,,,,,"Y"
"2018-07-18","'31335AL89'","MBS","FHLMCGLD 3.5% 10/42","30yr",,,,,"4517617765.57",,,,,,"Y"
"2018-07-18","'3138ETRD0'","MBS","FNMA MORTPASS 3% 10/44","30yr",,,,,"4511146587.94",,,,,,"Y"
"2018-07-18","'36179SLS4'","MBS","GNMA II 3.5% 09/46","30yr",,,,,"4480855790.03",,,,,,""
"2018-07-18","'36179S2P1'","MBS","GNMA II 3.5% 04/47","30yr",,,,,"4448967951.8",,,,,,""
"2018-07-18","'3128MEVJ7'","MBS","FHLMCGLD 2.5% 11/28","15yr",,,,,"4443836535.05",,,,,,"Y"
"2018-07-18","'3138EQRP9'","MBS","FNMA MORTPASS 4% 06/43","30yr",,,,,"4414338157.59",,,,,,"Y"
"2018-07-18","'36179RBX6'","MBS","GNMA II 3.5% 04/45","30yr",,,,,"4405746331.28",,,,,,""
"2018-07-18","'36179RNW5'","MBS","GNMA II 3.5% 09/45","30yr",,,,,"4317626228.38",,,,,,""
"2018-07-18","'36179RJE0'","MBS","GNMA II 3.5% 07/45","30yr",,,,,"4157128746.08",,,,,,""
"2018-07-18","'36179RXD6'","MBS","GNMA II 3.5% 01/46","30yr",,,,,"4129890731.98",,,,,,""
"2018-07-18","'36179RZT9'","MBS","GNMA II 3.5% 02/46","30yr",,,,,"4047186199.4",,,,,,""
"2018-07-18","'36179Q6P1'","MBS","GNMA II 3.5% 03/45","30yr",,,,,"4025570801.97",,,,,,""
"2018-07-18","'36179SNV5'","MBS","GNMA II 3.5% 10/46","30yr",,,,,"4008200519.39",,,,,,""
"2018-07-18","'36179SUU9'","MBS","GNMA II MORTPASS 3% 01/47","30yr",,,,,"3923106800.42",,,,,,""
"2018-07-18","'36179MSW1'","MBS","GNMA II MORTPASS 3% 11/42","30yr",,,,,"3843048605.47",,,,,,""
"2018-07-18","'3128MEY39'","MBS","FHLMCGLD 2.5% 11/28","15yr",,,,,"3841085654.07",,,,,,"Y"
"2018-07-18","'3138ETRF5'","MBS","FNMA MORTPASS 3.5% 10/45","30yr",,,,,"3833673445.55",,,,,,"Y"
"2018-07-18","'36179RD71'","MBS","GNMA II 3.5% 05/45","30yr",,,,,"3765962459.26",,,,,,""
"2018-07-18","'3138ETRJ7'","MBS","FNMA MORTPASS 2.5% 03/29","15yr",,,,,"3749391799.12",,,,,,"Y"
"2018-07-18","'36179NDQ8'","MBS","GNMA II MORTPASS 3% 05/43","30yr",,,,,"3731790675.53",,,,,,""
"2018-07-18","'36179RF95'","MBS","GNMA II 3.5% 06/45","30yr",,,,,"3642317407.78",,,,,,""
"2018-07-18","'36179QT43'","MBS","GNMA II 3.5% 11/44","30yr",,,,,"3633408214.74",,,,,,""
"2018-07-18","'3138EQGC0'","MBS","FNMA MORTPASS 4.5% 01/41","30yr",,,,,"3560298097.12",,,,,,"Y"
"2018-07-18","'36179RJD2'","MBS","GNMA II MORTPASS 3% 07/45","30yr",,,,,"3551636287.45",,,,,,""
"2018-07-18","'3138EQF98'","MBS","FNMA MORTPASS 4% 01/41","30yr",,,,,"3538271535.11",,,,,,"Y"
"2018-07-18","'36179NBA5'","MBS","GNMA II MORTPASS 3% 04/43","30yr",,,,,"3524453995.39",,,,,,""
"2018-07-18","'3138EQV90'","MBS","FNMA MORTPASS 4% 09/42","30yr",,,,,"3518251686.96",,,,,,"Y"
"2018-07-18","'31335AT24'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"3450784671.07",,,,,,"Y"
"2018-07-18","'36179SQW0'","MBS","GNMA II 3.5% 11/46","30yr",,,,,"3445464409.58",,,,,,""
"2018-07-18","'3138ETRL2'","MBS","FNMA MORTPASS 3% 07/29","15yr",,,,,"3432333022.7",,,,,,"Y"
"2018-07-18","'36179SQV2'","MBS","GNMA II MORTPASS 3% 11/46","30yr",,,,,"3329072549.3",,,,,,""
"2018-07-18","'3138EQQ62'","MBS","FNMA MORTPASS 4.5% 01/42","30yr",,,,,"3318351451.73",,,,,,"Y"
"2018-07-18","'36179QYS4'","MBS","GNMA II 3.5% 01/45","30yr",,,,,"3272463068.84",,,,,,""
"2018-07-18","'3138EQ2N1'","MBS","FNMA MORTPASS 2.5% 03/43","30yr",,,,,"3224970506.93",,,,,,"Y"
"2018-07-18","'3138ETK70'","MBS","FNMA MORTPASS 3.5% 08/44","30yr",,,,,"3205882085.22",,,,,,"Y"
"2018-07-18","'36179MAX8'","MBS","GNMA II 3.5% 04/42","30yr",,,,,"3174245874.74",,,,,,""
"2018-07-18","'3128M8WR1'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"3138055205.24",,,,,,"Y"
"2018-07-18","'3138EQ7B2'","MBS","FNMA MORTPASS 4% 04/43","30yr",,,,,"3113161729.44",,,,,,"Y"
"2018-07-18","'36179Q6N6'","MBS","GNMA II MORTPASS 3% 03/45","30yr",,,,,"3071193846.34",,,,,,""
"2018-07-18","'36179NLD8'","MBS","GNMA II 3.5% 08/43","30yr",,,,,"3069304130.12",,,,,,""
"2018-07-18","'36179SUV7'","MBS","GNMA II 3.5% 01/47","30yr",,,,,"3062669471.31",,,,,,""
"2018-07-18","'3138ETRG3'","MBS","FNMA MORTPASS 3.5% 09/44","30yr",,,,,"3039723050.86",,,,,,"Y"
"2018-07-18","'3138EQE40'","MBS","FNMA MORTPASS 4.5% 11/42","30yr",,,,,"3019167487.63",,,,,,"Y"
"2018-07-18","'3138EQWA6'","MBS","FNMA MORTPASS 3.5% 10/41","30yr",,,,,"3018663613.8",,,,,,"Y"
"2018-07-18","'3138ETRK4'","MBS","FNMA MORTPASS 2.5% 09/27","15yr",,,,,"3000775570.57",,,,,,"Y"
"2018-07-18","'36179SJT5'","MBS","GNMA II 3.5% 08/46","30yr",,,,,"2964312323.98",,,,,,""
"2018-07-18","'36179QRY9'","MBS","GNMA II 3.5% 10/44","30yr",,,,,"2948403940.29",,,,,,""
"2018-07-18","'3128MJ2M1'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"2934718580.98",,,,,,""
"2018-07-18","'31335AVX3'","MBS","FHLMCGLD 3.5% 08/45","30yr",,,,,"2906184331.18",,,,,,"Y"
"2018-07-18","'36179SYS0'","MBS","GNMA II 3.5% 03/47","30yr",,,,,"2853124716.89",,,,,,""
"2018-07-18","'36179NH92'","MBS","GNMA II MORTPASS 3% 07/43","30yr",,,,,"2849546040.7",,,,,,""
"2018-07-18","'3138ETU38'","MBS","FNMA MORTPASS 3% 10/29","15yr",,,,,"2842625775.1",,,,,,"Y"
"2018-07-18","'36179QWE7'","MBS","GNMA II 3.5% 12/44","30yr",,,,,"2811684114.74",,,,,,""
"2018-07-18","'3138ETRM0'","MBS","FNMA MORTPASS 2.5% 09/30","15yr",,,,,"2798608302.54",,,,,,"Y"
"2018-07-18","'31335AVW5'","MBS","FHLMCGLD 3.5% 04/45","30yr",,,,,"2782122217.87",,,,,,"Y"
"2018-07-18","'36179RQ28'","MBS","GNMA II 3.5% 10/45","30yr",,,,,"2776107255.41",,,,,,""
"2018-07-18","'3128MJVR8'","MBS","FHLMCGLD 3.5% 01/45","30yr",,,,,"2766456427.19",,,,,,""
"2018-07-18","'3138ETUY0'","MBS","FNMA MORTPASS 3% 01/43","30yr",,,,,"2735455688.07",,,,,,"Y"
"2018-07-18","'36179SEH6'","MBS","GNMA II 3.5% 06/46","30yr",,,,,"2729048486.44",,,,,,""
"2018-07-18","'36179MCZ1'","MBS","GNMA II 3.5% 05/42","30yr",,,,,"2675130231.09",,,,,,""
"2018-07-18","'3128MJZ94'","MBS","FHLMCGLD 4% 06/47","30yr",,,,,"2650883109.85",,,,,,""
"2018-07-18","'31335AVU9'","MBS","FHLMCGLD 4% 03/45","30yr",,,,,"2625174258.33",,,,,,"Y"
"2018-07-18","'36179SB89'","MBS","GNMA II 3.5% 05/46","30yr",,,,,"2615800138.65",,,,,,""
"2018-07-18","'36179MQN3'","MBS","GNMA II MORTPASS 3% 10/42","30yr",,,,,"2609613173.35",,,,,,""
"2018-07-18","'3138EQE32'","MBS","FNMA MORTPASS 4% 06/40","30yr",,,,,"2521889707.95",,,,,,"Y"
"2018-07-18","'3138ETUZ7'","MBS","FNMA MORTPASS 3% 12/28","15yr",,,,,"2521302860.22",,,,,,"Y"
"2018-07-18","'3128M8WB6'","MBS","FHLMCGLD 5% 03/40","30yr",,,,,"2510043427.38",,,,,,"Y"
"2018-07-18","'36179RD63'","MBS","GNMA II MORTPASS 3% 05/45","30yr",,,,,"2494750137.78",,,,,,""
"2018-07-18","'3128M8RL0'","MBS","FHLMCGLD 5% 02/40","30yr",,,,,"2483736403.82",,,,,,"Y"
"2018-07-18","'3138ETRE8'","MBS","FNMA MORTPASS 3.5% 10/43","30yr",,,,,"2479812392.59",,,,,,"Y"
"2018-07-18","'36179RBW8'","MBS","GNMA II MORTPASS 3% 04/45","30yr",,,,,"2458965107.76",,,,,,""
"2018-07-18","'36179QBG5'","MBS","GNMA II MORTPASS 4% 04/44","30yr",,,,,"2449379272.43",,,,,,""
"2018-07-18","'3128MJ2G4'","MBS","FHLMCGLD 3.5% 08/47","30yr",,,,,"2439800449.58",,,,,,""
"2018-07-18","'3140J6GQ4'","MBS","FNMA MORTPASS 4% 01/48","30yr",,,,,"2439367612.96",,,,,,""
"2018-07-18","'3140J8CC5'","MBS","FNMA MORTPASS 3% 01/32","15yr",,,,,"2432665880.16",,,,,,"Y"
"2018-07-18","'3128MEWD9'","MBS","FHLMCGLD 2.5% 11/28","15yr",,,,,"2420981625.69",,,,,,"Y"
"2018-07-18","'36179QPG0'","MBS","GNMA II 3.5% 09/44","30yr",,,,,"2409494714.26",,,,,,""
"2018-07-18","'3138ETE36'","MBS","FNMA MORTPASS 4% 12/42","30yr",,,,,"2408995913.56",,,,,,"Y"
"2018-07-18","'3138ETVN3'","MBS","FNMA MORTPASS 2% 07/28","15yr",,,,,"2322580885.44",,,,,,"Y"
"2018-07-18","'31335ALU0'","MBS","FHLMCGLD 4% 06/42","30yr",,,,,"2317933623.47",,,,,,"Y"
"2018-07-18","'36179RLN7'","MBS","GNMA II MORTPASS 3% 08/45","30yr",,,,,"2276220788.57",,,,,,""
"2018-07-18","'3138EQQ70'","MBS","FNMA MORTPASS 4.5% 09/41","30yr",,,,,"2256233370.44",,,,,,"Y"
"2018-07-18","'3138ETUX2'","MBS","FNMA MORTPASS 3.5% 01/45","30yr",,,,,"2207697241.82",,,,,,"Y"
"2018-07-18","'36179QL58'","MBS","GNMA II 3.5% 08/44","30yr",,,,,"2185783497.46",,,,,,""
"2018-07-18","'3138EGPC2'","MBS","FNMA MORTPASS 5% 04/40","30yr",,,,,"2180242286.39",,,,,,"Y"
"2018-07-18","'36179R4E6'","MBS","GNMA II 3.5% 03/46","30yr",,,,,"2158856213.51",,,,,,""
"2018-07-18","'36179NJA7'","MBS","GNMA II 3.5% 07/43","30yr",,,,,"2151623387.18",,,,,,""
"2018-07-18","'36179SWX1'","MBS","GNMA II 3.5% 02/47","30yr",,,,,"2135561920.51",,,,,,""
"2018-07-18","'36179N2K3'","MBS","GNMA II MORTPASS 4% 02/44","30yr",,,,,"2130161968.15",,,,,,""
"2018-07-18","'3138EGF33'","MBS","FNMA MORTPASS 5% 06/40","30yr",,,,,"2124189893.19",,,,,,"Y"
"2018-07-18","'36179SWY9'","MBS","GNMA II MORTPASS 4% 02/47","30yr",,,,,"2115638143.32",,,,,,""
"2018-07-18","'36179QJS1'","MBS","GNMA II 3.5% 07/44","30yr",,,,,"2103966650.84",,,,,,""
"2018-07-18","'31335AHN1'","MBS","FHLMCGLD 4.5% 06/42","30yr",,,,,"2100960919.54",,,,,,"Y"
"2018-07-18","'3138ETE28'","MBS","FNMA MORTPASS 4% 04/43","30yr",,,,,"2093889102.79",,,,,,"Y"
"2018-07-18","'3128M8XK5'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"2085850529.14",,,,,,"Y"
"2018-07-18","'36179TCY9'","MBS","GNMA II MORTPASS 4% 07/47","30yr",,,,,"2076544502.6",,,,,,""
