"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2020-04-22","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"60436271768.45",,,,,,"Y"
"2020-04-22","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"41476355013.79",,,,,,"Y"
"2020-04-22","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"30016010134.88",,,,,,"Y"
"2020-04-22","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"29759873536.51",,,,,,"Y"
"2020-04-22","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"26438478895.26",,,,,,"Y"
"2020-04-22","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"25549213693.52",,,,,,"Y"
"2020-04-22","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"22200672996.72",,,,,,"Y"
"2020-04-22","'31335CJN5'","MBS","FHLMCGLD 3.5% 01/48","30yr",,,,,"19066337460.19",,,,,,"Y"
"2020-04-22","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"19010579788.75",,,,,,"Y"
"2020-04-22","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"18286439696.26",,,,,,"Y"
"2020-04-22","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"18251122872.25",,,,,,"Y"
"2020-04-22","'3140J8BU6'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"17880189323.41",,,,,,"Y"
"2020-04-22","'3140X5R70'","MBS","UMBS MORTPASS 3.5% 03/49","30yr",,,,,"17025333924.62",,,,,,"Y"
"2020-04-22","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"15834207108.19",,,,,,"Y"
"2020-04-22","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"14445699312.76",,,,,,"Y"
"2020-04-22","'3138ETP75'","MBS","UMBS MORTPASS 3.5% 12/45","30yr",,,,,"13242026347.71",,,,,,"Y"
"2020-04-22","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"13167228152.74",,,,,,"Y"
"2020-04-22","'3140X5EA7'","MBS","UMBS MORTPASS 4% 02/48","30yr",,,,,"13079690775.75",,,,,,"Y"
"2020-04-22","'3138ETKK1'","MBS","UMBS MORTPASS 3.5% 01/44","30yr",,,,,"12847196748.11",,,,,,"Y"
"2020-04-22","'3138ETE44'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"12139763448.3",,,,,,"Y"
"2020-04-22","'31335CJP0'","MBS","FHLMCGLD 4% 02/48","30yr",,,,,"11354448245.89",,,,,,"Y"
"2020-04-22","'36179VKL3'","MBS","GNMA II MORTPASS 3% 04/50","30yr",,,,,"11297482810",,,,,,""
"2020-04-22","'3138ETP26'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"10191192256.07",,,,,,"Y"
"2020-04-22","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"8871485197.64",,,,,,""
"2020-04-22","'3140J8BW2'","MBS","UMBS MORTPASS 2.5% 02/32","15yr",,,,,"8681433012.88",,,,,,"Y"
"2020-04-22","'3138ETKL9'","MBS","UMBS MORTPASS 4% 03/44","30yr",,,,,"8399042762",,,,,,"Y"
"2020-04-22","'3138ETE51'","MBS","UMBS MORTPASS 3.5% 06/43","30yr",,,,,"8244436225.94",,,,,,"Y"
"2020-04-22","'3138ETP34'","MBS","UMBS MORTPASS 3.5% 07/45","30yr",,,,,"7970378966.16",,,,,,"Y"
"2020-04-22","'3138ETKH8'","MBS","UMBS MORTPASS 3.5% 01/43","30yr",,,,,"7853881393.95",,,,,,"Y"
"2020-04-22","'3138ETK39'","MBS","UMBS MORTPASS 3.5% 05/45","30yr",,,,,"7624015401.55",,,,,,"Y"
"2020-04-22","'3140X5KQ5'","MBS","UMBS MORTPASS 3% 06/33","15yr",,,,,"7444696548.43",,,,,,"Y"
"2020-04-22","'3138ETP83'","MBS","UMBS MORTPASS 3% 01/46","30yr",,,,,"7402874440.89",,,,,,"Y"
"2020-04-22","'31335AVP0'","MBS","FHLMCGLD 3.5% 09/45","30yr",,,,,"7184267281.41",,,,,,"Y"
"2020-04-22","'31335AT65'","MBS","FHLMCGLD 3% 01/43","30yr",,,,,"7169481650.67",,,,,,"Y"
"2020-04-22","'3138ETQA7'","MBS","UMBS MORTPASS 3% 05/45","30yr",,,,,"7152986421.85",,,,,,"Y"
"2020-04-22","'3138ETKM7'","MBS","UMBS MORTPASS 4% 09/44","30yr",,,,,"7126435647.02",,,,,,"Y"
"2020-04-22","'31335ASY5'","MBS","FHLMCGLD 3.5% 12/43","30yr",,,,,"6961616238",,,,,,"Y"
"2020-04-22","'3138ETK54'","MBS","UMBS MORTPASS 4% 06/44","30yr",,,,,"6866718131.76",,,,,,"Y"
"2020-04-22","'3138ETK88'","MBS","UMBS MORTPASS 4% 04/44","30yr",,,,,"6657814485.28",,,,,,"Y"
"2020-04-22","'3132DV5W1'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"6654099351",,,,,,""
"2020-04-22","'3138ETKJ4'","MBS","UMBS MORTPASS 3.5% 04/45","30yr",,,,,"6454411757.15",,,,,,"Y"
"2020-04-22","'36179SJS7'","MBS","GNMA II MORTPASS 3% 08/46","30yr",,,,,"6309304010.1",,,,,,""
"2020-04-22","'31335ARV2'","MBS","FHLMCGLD 3.5% 01/44","30yr",,,,,"6209495934.24",,,,,,"Y"
"2020-04-22","'3138EQWB4'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"6170315905.35",,,,,,"Y"
"2020-04-22","'3622AAEY6'","MBS","GNMA I MORTPASS 3% 08/43","30yr",,,,,"6010350063.85",,,,,,"Y"
"2020-04-22","'3140J57J2'","MBS","UMBS MORTPASS 4% 02/47","30yr",,,,,"5904348811.26",,,,,,"Y"
"2020-04-22","'3128MF2M9'","MBS","FHLMCGLD 3% 01/33","15yr",,,,,"5902383226.69",,,,,,"Y"
"2020-04-22","'36179SSP3'","MBS","GNMA II MORTPASS 3% 12/46","30yr",,,,,"5878183422.98",,,,,,""
"2020-04-22","'36179TCX1'","MBS","GNMA II 3.5% 07/47","30yr",,,,,"5852897738.42",,,,,,""
"2020-04-22","'3138EQ7C0'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"5699702674.1",,,,,,"Y"
"2020-04-22","'3138ETK21'","MBS","UMBS MORTPASS 4% 02/45","30yr",,,,,"5599087312.11",,,,,,"Y"
"2020-04-22","'31418DKT8'","MBS","UMBS MORTPASS 3% 01/50","30yr",,,,,"5584495724.27",,,,,,""
"2020-04-22","'3140X5SA2'","MBS","UMBS MORTPASS 4% 01/49","30yr",,,,,"5563155189.28",,,,,,"Y"
"2020-04-22","'36179M2P4'","MBS","GNMA II MORTPASS 3% 02/43","30yr",,,,,"5485232752.43",,,,,,""
"2020-04-22","'31335AT57'","MBS","FHLMCGLD 4% 05/45","30yr",,,,,"5390986400.3",,,,,,"Y"
"2020-04-22","'31335CJY1'","MBS","FHLMCGLD 4% 02/49","30yr",,,,,"5341726227.18",,,,,,"Y"
"2020-04-22","'36179UXT4'","MBS","GNMA II 3.5% 08/49","30yr",,,,,"5174977209.27",,,,,,""
"2020-04-22","'3138EQE65'","MBS","UMBS MORTPASS 4.5% 08/40","30yr",,,,,"5141107618.59",,,,,,"Y"
"2020-04-22","'3140X5D91'","MBS","UMBS MORTPASS 4% 06/47","30yr",,,,,"5095747717.48",,,,,,"Y"
"2020-04-22","'31335AVT2'","MBS","FHLMCGLD 3.5% 02/45","30yr",,,,,"5091866122.18",,,,,,"Y"
"2020-04-22","'3132DV4P7'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"5077309683.03",,,,,,""
"2020-04-22","'3128MFMB1'","MBS","FHLMCGLD 2.5% 02/32","15yr",,,,,"5050359476.2",,,,,,"Y"
"2020-04-22","'3138EQGA4'","MBS","UMBS MORTPASS 4.5% 09/42","30yr",,,,,"5025705301.44",,,,,,"Y"
"2020-04-22","'31335AT40'","MBS","FHLMCGLD 4% 05/44","30yr",,,,,"5007591890.9",,,,,,"Y"
"2020-04-22","'3140J5G29'","MBS","UMBS MORTPASS 3% 03/46","30yr",,,,,"5004960197.09",,,,,,"Y"
"2020-04-22","'31335AVQ8'","MBS","FHLMCGLD 4% 12/44","30yr",,,,,"4874138121.91",,,,,,"Y"
"2020-04-22","'3138EQE57'","MBS","UMBS MORTPASS 4% 06/42","30yr",,,,,"4712423870.32",,,,,,"Y"
"2020-04-22","'36179SEG8'","MBS","GNMA II MORTPASS 3% 06/46","30yr",,,,,"4658209608.97",,,,,,""
"2020-04-22","'3138ETK47'","MBS","UMBS MORTPASS 2.5% 03/29","15yr",,,,,"4537819206.01",,,,,,"Y"
"2020-04-22","'3138ETKZ8'","MBS","UMBS MORTPASS 2.5% 02/28","15yr",,,,,"4447987757.79",,,,,,"Y"
"2020-04-22","'36179VHS2'","MBS","GNMA II MORTPASS 3% 03/50","30yr",,,,,"4435063042.87",,,,,,""
"2020-04-22","'36179SGK7'","MBS","GNMA II MORTPASS 3% 07/46","30yr",,,,,"4425303668.94",,,,,,""
"2020-04-22","'3140X4LU8'","MBS","UMBS MORTPASS 4% 03/49","30yr",,,,,"4379563377.34",,,,,,""
"2020-04-22","'3140X5D83'","MBS","UMBS MORTPASS 3.5% 04/44","30yr",,,,,"4360233096.35",,,,,,"Y"
"2020-04-22","'3132DV3Z6'","MBS","UMBS MORTPASS 3% 10/49","30yr",,,,,"4350232227.49",,,,,,""
"2020-04-22","'3138ETP42'","MBS","UMBS MORTPASS 3.5% 09/43","30yr",,,,,"4264731436.71",,,,,,"Y"
"2020-04-22","'31335APU6'","MBS","FHLMCGLD 3.5% 08/43","30yr",,,,,"4224912345.26",,,,,,"Y"
"2020-04-22","'31335ASZ2'","MBS","FHLMCGLD 4% 04/44","30yr",,,,,"4222491096.37",,,,,,"Y"
"2020-04-22","'3140J52N8'","MBS","UMBS MORTPASS 3% 09/31","15yr",,,,,"4161888154.2",,,,,,"Y"
"2020-04-22","'31418DKQ4'","MBS","UMBS MORTPASS 2.5% 01/50","30yr",,,,,"4075783435.78",,,,,,""
"2020-04-22","'36179UXU1'","MBS","GNMA II MORTPASS 4% 08/49","30yr",,,,,"4069696505.35",,,,,,""
"2020-04-22","'36179NF60'","MBS","GNMA II MORTPASS 3% 06/43","30yr",,,,,"4049581075.73",,,,,,""
"2020-04-22","'31418DPD8'","MBS","UMBS MORTPASS 2.5% 05/50","30yr",,,,,"4038276105",,,,,,""
"2020-04-22","'36179MX39'","MBS","GNMA II MORTPASS 3% 01/43","30yr",,,,,"4022311484.14",,,,,,""
"2020-04-22","'36179SB71'","MBS","GNMA II MORTPASS 3% 05/46","30yr",,,,,"3968381690.23",,,,,,""
"2020-04-22","'36179VKK5'","MBS","GNMA II 2.5% 04/50","30yr",,,,,"3957790670",,,,,,""
"2020-04-22","'31418DFQ0'","MBS","UMBS MORTPASS 3% 09/49","30yr",,,,,"3943899210",,,,,,""
"2020-04-22","'31335BKE5'","MBS","FHLMCGLD 4% 08/46","30yr",,,,,"3943057587.72",,,,,,"Y"
"2020-04-22","'3622AADG6'","MBS","GNMA I 3.5% 10/43","30yr",,,,,"3938041946.56",,,,,,"Y"
"2020-04-22","'36179M5L0'","MBS","GNMA II MORTPASS 3% 03/43","30yr",,,,,"3929564811.07",,,,,,""
"2020-04-22","'31418DJR4'","MBS","UMBS MORTPASS 3% 12/49","30yr",,,,,"3922960162.71",,,,,,""
"2020-04-22","'31335ASU3'","MBS","FHLMCGLD 3.5% 10/43","30yr",,,,,"3893661774.76",,,,,,"Y"
"2020-04-22","'3138ETK62'","MBS","UMBS MORTPASS 2.5% 01/28","15yr",,,,,"3873002378.5",,,,,,"Y"
"2020-04-22","'3132DV5D3'","MBS","UMBS MORTPASS 3% 02/50","30yr",,,,,"3859924575.14",,,,,,""
"2020-04-22","'3140J6GK7'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"3793504048.74",,,,,,""
"2020-04-22","'31418DET5'","MBS","UMBS MORTPASS 3.5% 08/49","30yr",,,,,"3774834691.35",,,,,,""
"2020-04-22","'36179RLP2'","MBS","GNMA II 3.5% 08/45","30yr",,,,,"3714009450.7",,,,,,""
"2020-04-22","'3138ETRD0'","MBS","UMBS MORTPASS 3% 10/44","30yr",,,,,"3666714968.2",,,,,,"Y"
"2020-04-22","'3138ETAD8'","MBS","UMBS MORTPASS 4% 02/43","30yr",,,,,"3615650007.32",,,,,,"Y"
"2020-04-22","'36179SNU7'","MBS","GNMA II MORTPASS 3% 10/46","30yr",,,,,"3590170622.55",,,,,,""
"2020-04-22","'3138ETRH1'","MBS","UMBS MORTPASS 2.5% 10/28","15yr",,,,,"3553690387.48",,,,,,"Y"
"2020-04-22","'36179S5L7'","MBS","GNMA II 3.5% 05/47","30yr",,,,,"3527013893.3",,,,,,""
"2020-04-22","'31335AL89'","MBS","FHLMCGLD 3.5% 10/42","30yr",,,,,"3513057703.58",,,,,,"Y"
"2020-04-22","'36179MVR8'","MBS","GNMA II MORTPASS 3% 12/42","30yr",,,,,"3497309038.94",,,,,,""
"2020-04-22","'36179TEZ4'","MBS","GNMA II 3.5% 08/47","30yr",,,,,"3460564261.32",,,,,,""
"2020-04-22","'31335BSB3'","MBS","FHLMCGLD 4% 02/47","30yr",,,,,"3444411650.01",,,,,,"Y"
"2020-04-22","'36179TAK1'","MBS","GNMA II 3.5% 06/47","30yr",,,,,"3401721348.34",,,,,,""
"2020-04-22","'31335ASV1'","MBS","FHLMCGLD 4% 12/43","30yr",,,,,"3397227632.73",,,,,,"Y"
"2020-04-22","'3138EQRP9'","MBS","UMBS MORTPASS 4% 06/43","30yr",,,,,"3374906018.57",,,,,,"Y"
"2020-04-22","'3128MFDA3'","MBS","FHLMCGLD 2.5% 02/31","15yr",,,,,"3372619110.52",,,,,,"Y"
"2020-04-22","'3138ETP59'","MBS","UMBS MORTPASS 4% 03/45","30yr",,,,,"3317822635.23",,,,,,"Y"
"2020-04-22","'36179RF87'","MBS","GNMA II MORTPASS 3% 06/45","30yr",,,,,"3284672952.53",,,,,,""
"2020-04-22","'36179VBF6'","MBS","GNMA II MORTPASS 3% 12/49","30yr",,,,,"3283066806.03",,,,,,""
"2020-04-22","'3140X47A8'","MBS","UMBS MORTPASS 4% 09/49","30yr",,,,,"3274239711.86",,,,,,""
"2020-04-22","'3140X6C58'","MBS","UMBS MORTPASS 2.5% 04/50","30yr",,,,,"3251300016.36",,,,,,""
"2020-04-22","'3128MFGD4'","MBS","FHLMCGLD 3% 05/31","15yr",,,,,"3231217940.46",,,,,,"Y"
"2020-04-22","'3132DV4G7'","MBS","UMBS MORTPASS 2.5% 11/49","30yr",,,,,"3221852392.83",,,,,,""
"2020-04-22","'3128MEVK4'","MBS","FHLMCGLD 2.5% 07/29","15yr",,,,,"3115987567.64",,,,,,"Y"
"2020-04-22","'3622AAD92'","MBS","GNMA I 4.5% 01/40","30yr",,,,,"3102134915.25",,,,,,"Y"
"2020-04-22","'3132DV3T0'","MBS","UMBS MORTPASS 3% 09/49","30yr",,,,,"3090888647.74",,,,,,""
"2020-04-22","'36179SLS4'","MBS","GNMA II 3.5% 09/46","30yr",,,,,"3073378137.72",,,,,,""
"2020-04-22","'36179SGL5'","MBS","GNMA II 3.5% 07/46","30yr",,,,,"3051764647.06",,,,,,""
