"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2013-02-20","'3138EHBH4'","MBS","FED NATL MORT 4.5% 10/39","30yr",,,,,"16405209033.43",,,,,,"Y"
"2013-02-20","'36179M2P4'","MBS","GOVT NATL MTG 3% 02/43","30yr",,,,,"13394760240",,,,,,""
"2013-02-20","'3128M8WR1'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"12020167882.47",,,,,,"Y"
"2013-02-20","'3138EGVV3'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"11862159661.68",,,,,,"Y"
"2013-02-20","'3138EGW75'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"11644033545.16",,,,,,"Y"
"2013-02-20","'3128M8WB6'","MBS","FHLMCGLD 5% 03/40","30yr",,,,,"10922465677.62",,,,,,"Y"
"2013-02-20","'3138EHBL5'","MBS","FED NATL MORT 4.5% 08/39","30yr",,,,,"10916876889.75",,,,,,"Y"
"2013-02-20","'36179MX39'","MBS","GNMA II SINGLE 3% 01/43","30yr",,,,,"10811369650.55",,,,,,""
"2013-02-20","'3138EGNT7'","MBS","FED NATL MORT 4.5% 06/40","30yr",,,,,"10711545295.77",,,,,,"Y"
"2013-02-20","'3128M8XK5'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"10250651648.75",,,,,,"Y"
"2013-02-20","'3128M8RL0'","MBS","FHLMCGLD 5% 02/40","30yr",,,,,"10244784695.62",,,,,,"Y"
"2013-02-20","'3138EGW34'","MBS","FNMA MORTPASS 4.5% 11/39","30yr",,,,,"9691769511.03",,,,,,"Y"
"2013-02-20","'3138EGPC2'","MBS","FNMA MORTPASS 5% 04/40","30yr",,,,,"9153682769.43",,,,,,"Y"
"2013-02-20","'3138EGF25'","MBS","FNMA MORTPASS 4.5% 07/40","30yr",,,,,"9107477891.37",,,,,,"Y"
"2013-02-20","'3138EGPA6'","MBS","FNMA MORTPASS 4% 01/40","30yr",,,,,"9091835758.9",,,,,,"Y"
"2013-02-20","'3138EHCX8'","MBS","FNMS 04.500 CLAL0985","30yr",,,,,"8975606521.53",,,,,,"Y"
"2013-02-20","'3138EGV35'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"8800626292.42",,,,,,"Y"
"2013-02-20","'3138EGF33'","MBS","FED NATL MORT 5% 06/40","30yr",,,,,"8671284600.63",,,,,,"Y"
"2013-02-20","'3128M8V35'","MBS","FHLMCGLD 4.5% 04/40","30yr",,,,,"8147918241.18",,,,,,"Y"
"2013-02-20","'36179MVR8'","MBS","GNMA II GTD 3% 12/42","30yr",,,,,"8071429281.3",,,,,,""
"2013-02-20","'3138EGVW1'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"7996661415.88",,,,,,"Y"
"2013-02-20","'3128M8X82'","MBS","FHLMCGLD 4.5% 09/39","30yr",,,,,"7861918824.55",,,,,,"Y"
"2013-02-20","'36179MAX8'","MBS","GNMA II GTD 3.5% 04/42","30yr",,,,,"7831421215.38",,,,,,""
"2013-02-20","'3138EGWB6'","MBS","FED NATL MORT 5% 07/40","30yr",,,,,"7793064056.56",,,,,,"Y"
"2013-02-20","'3128M8X58'","MBS","FHLMCGLD 4.5% 06/39","30yr",,,,,"7576897825.49",,,,,,"Y"
"2013-02-20","'36179MSW1'","MBS","GOVT NATIONAL 3% 11/42","30yr",,,,,"7536806441.47",,,,,,""
"2013-02-20","'3128M8QT4'","MBS","FED HOME LOAN 4.5% 07/40","30yr",,,,,"6697617573.6",,,,,,"Y"
"2013-02-20","'3128M8QZ0'","MBS","FED HOME LOAN 5% 05/40","30yr",,,,,"6434549333.17",,,,,,"Y"
"2013-02-20","'3138EHBR2'","MBS","FED NATL MORT 4.5% 08/39","30yr",,,,,"6397129214.99",,,,,,"Y"
"2013-02-20","'3138EGQG2'","MBS","FED NATL MORT 4.5% 05/40","30yr",,,,,"6203171735.15",,,,,,"Y"
"2013-02-20","'3128M8V27'","MBS","FED HOME LOAN 4.5% 03/40","30yr",,,,,"6051031567.7",,,,,,"Y"
"2013-02-20","'3138EHCZ3'","MBS","FED NATL MORT 4.5% 04/39","30yr",,,,,"5983360420.58",,,,,,"Y"
"2013-02-20","'3138EGWJ9'","MBS","FED NATL MORT 4.5% 01/40","30yr",,,,,"5753517197.62",,,,,,"Y"
"2013-02-20","'3128M8WL4'","MBS","FED HOME LOAN 4.5% 10/39","30yr",,,,,"5557249658.84",,,,,,"Y"
"2013-02-20","'36202E7G8'","MBS","GNMA II 4.5% 07/39","30yr",,,,,"4987919269.56",,,,,,""
"2013-02-20","'36179MCZ1'","MBS","GOVERNMENT 3.5% 05/42","30yr",,,,,"4956231986.83",,,,,,""
"2013-02-20","'3138EGW59'","MBS","FED NATL MORT 5.5% 06/39","30yr",,,,,"4950314432.04",,,,,,"Y"
