"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2019-09-25","'3140J8GV9'","MBS","UMBS MORTPASS 3% 07/47","30yr",,,,,"65463191719.48",,,,,,"Y"
"2019-09-25","'31335BPS9'","MBS","FHLMCGLD 3% 02/47","30yr",,,,,"45867559794.76",,,,,,"Y"
"2019-09-25","'3138EQKR2'","MBS","UMBS MORTPASS 3% 07/43","30yr",,,,,"32109663177.83",,,,,,"Y"
"2019-09-25","'3138EQK35'","MBS","UMBS MORTPASS 3% 08/43","30yr",,,,,"31815828844.43",,,,,,"Y"
"2019-09-25","'31335BKR6'","MBS","FHLMCGLD 3.5% 06/46","30yr",,,,,"29381182015.65",,,,,,"Y"
"2019-09-25","'3138ETKF2'","MBS","UMBS MORTPASS 3% 02/44","30yr",,,,,"28355499103.45",,,,,,"Y"
"2019-09-25","'3140J8GW7'","MBS","UMBS MORTPASS 3.5% 10/47","30yr",,,,,"25212287442.19",,,,,,"Y"
"2019-09-25","'31335BQW9'","MBS","FHLMCGLD 3.5% 09/47","30yr",,,,,"22119260751.31",,,,,,"Y"
"2019-09-25","'3140J8BU6'","MBS","UMBS MORTPASS 3.5% 12/46","30yr",,,,,"20098964096.83",,,,,,"Y"
"2019-09-25","'31335AST6'","MBS","FHLMCGLD 3% 03/43","30yr",,,,,"19903694482.87",,,,,,"Y"
"2019-09-25","'31335ASW9'","MBS","FHLMCGLD 3% 10/44","30yr",,,,,"19783168644.31",,,,,,"Y"
"2019-09-25","'31335BBK1'","MBS","FHLMCGLD 3% 02/46","30yr",,,,,"17562911071.01",,,,,,"Y"
"2019-09-25","'3138ETKG0'","MBS","UMBS MORTPASS 3% 01/43","30yr",,,,,"15516934321.56",,,,,,"Y"
"2019-09-25","'3138ETP75'","MBS","UMBS MORTPASS 3.5% 12/45","30yr",,,,,"14877267497.76",,,,,,"Y"
"2019-09-25","'31335ASX7'","MBS","FHLMCGLD 3% 08/43","30yr",,,,,"14302640084.82",,,,,,"Y"
"2019-09-25","'3138ETKK1'","MBS","UMBS MORTPASS 3.5% 01/44","30yr",,,,,"14016146038.66",,,,,,"Y"
"2019-09-25","'3138ETE44'","MBS","UMBS MORTPASS 3.5% 05/43","30yr",,,,,"13241856172.73",,,,,,"Y"
"2019-09-25","'3138ETP26'","MBS","UMBS MORTPASS 3.5% 09/45","30yr",,,,,"11325769393.17",,,,,,"Y"
"2019-09-25","'36179SLR6'","MBS","GNMA II MORTPASS 3% 09/46","30yr",,,,,"10061981585.27",,,,,,""
