"As Of Date","CUSIP","Security Type","Security Description","Term","Maturity Date","Issuer","Spread (%)","Coupon (%)","Current Face Value","Par Value","Inflation Compensation","Percent Outstanding","Change From Prior Week","Change From Prior Year","is Aggregated"
"2012-05-23","'3138EHBH4'","MBS","FNMA MORTPASS 4.5% 10/39","30yr",,,,,"22509274553.31",,,,,,"Y"
"2012-05-23","'3138EHBL5'","MBS","FNMA MORTPASS 4.5% 08/39","30yr",,,,,"16840561729.45",,,,,,"Y"
"2012-05-23","'3128M8WR1'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"16537083081.16",,,,,,"Y"
"2012-05-23","'3138EGVV3'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"16163498757.02",,,,,,"Y"
"2012-05-23","'3138EGW75'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"15662454166.42",,,,,,"Y"
"2012-05-23","'3138EHCX8'","MBS","FNMS 04.500 CLAL0985","30yr",,,,,"14723788508.93",,,,,,"Y"
"2012-05-23","'3128M8XK5'","MBS","FHLMCGLD 4.5% 11/39","30yr",,,,,"14637684935.36",,,,,,"Y"
"2012-05-23","'3128M8WB6'","MBS","FHLMCGLD 5% 03/40","30yr",,,,,"14596327650.11",,,,,,"Y"
"2012-05-23","'3138EGNT7'","MBS","FNMA MORTPASS 4.5% 06/40","30yr",,,,,"14457466123.47",,,,,,"Y"
"2012-05-23","'3138EGV35'","MBS","FNMA MORTPASS 4% 08/39","30yr",,,,,"13295411600.65",,,,,,"Y"
"2012-05-23","'3128M8RL0'","MBS","FHLMCGLD 5% 02/40","30yr",,,,,"13237474358.79",,,,,,"Y"
"2012-05-23","'3138EGW34'","MBS","FNMA MORTPASS 4.5% 11/39","30yr",,,,,"13089334121.2",,,,,,"Y"
"2012-05-23","'3128M8X82'","MBS","FHLMCGLD 4.5% 09/39","30yr",,,,,"12918488133.7",,,,,,"Y"
"2012-05-23","'3138EGF25'","MBS","FNMA MORTPASS 4.5% 07/40","30yr",,,,,"12632812933.97",,,,,,"Y"
"2012-05-23","'3128M8X58'","MBS","FHLMCGLD 4.5% 06/39","30yr",,,,,"12056569917.02",,,,,,"Y"
"2012-05-23","'3138EGPA6'","MBS","FNMA MORTPASS 4% 01/40","30yr",,,,,"11956343500.58",,,,,,"Y"
"2012-05-23","'3138EGPC2'","MBS","FNMA MORTPASS 5% 04/40","30yr",,,,,"11543707551.92",,,,,,"Y"
"2012-05-23","'3128M8V35'","MBS","FHLMCGLD 4.5% 04/40","30yr",,,,,"11486047700.99",,,,,,"Y"
"2012-05-23","'3138EGVW1'","MBS","FNMA MORTPASS 4.5% 03/40","30yr",,,,,"10832320901.24",,,,,,"Y"
"2012-05-23","'3138EGF33'","MBS","FNMA MORTPASS 5% 06/40","30yr",,,,,"10517302086.07",,,,,,"Y"
"2012-05-23","'3138EHBR2'","MBS","FNMA MORTPASS 4.5% 08/39","30yr",,,,,"10453316968.44",,,,,,"Y"
